Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3509025621.4971	-13.4389	8.0970	54.9081	1.7961	8.3449	3.0196	-0.8248	-0.4641	-0.1432	3509025621.5058	-5.5697	5.3746	42.3984	0.1070	9.9348	-1.6459	-0.3404	-0.9004	0.3978	3509025621.4723	-0.3556	-1.9262	-0.1373	1.3796	5.1235	-8.1179	0.0201	0.0792	1.0749	3509025621.5040	-79.6724	-218.8826	-25.5483	-2.1268	6.4714	-4.5778	0.2373	-0.3251	-0.6745	77050.7812	3509025621.4923	3509025544.4416	-103.5972	121.4089	342.7059	1.4193	14.8122	1.7519	0.4551	-0.6723	-0.2863	77050.7812	3509025621.4968	3509025544.4460	-302.5682	102.1538	125.5762	-8.2587	23.7598	-6.5351	0.0240	1.6744	0.6080	77050.7812	3509025621.5069	3509025544.4561	-1.4522	37.7630	-12.8833	-0.6538	7.3702	1.4123	0.0835	-0.6648	-0.2512	0.0000	0.0000
3509025621.5069	-8.3525	25.0145	51.2313	2.0298	9.1086	2.4832	-0.8095	-0.4816	-0.1432	3509025621.5155	-5.5697	5.3746	42.3984	-0.1318	10.0112	-1.8046	-0.3327	-0.8965	0.4108	3509025621.4821	-0.3556	-1.9262	-0.1373	1.3017	4.8867	-8.2684	0.0201	0.0792	1.0749	3509025621.5138	-79.6724	-218.8826	-25.5483	-4.8089	6.7768	-1.9292	0.2373	-0.3251	-0.6745	77060.5469	3509025621.5021	3509025544.4416	-110.4258	166.8692	298.2685	-0.1455	14.0204	0.3376	0.5245	-0.6362	-0.2526	77060.5469	3509025621.5066	3509025544.4460	-215.8545	135.9428	139.2259	-10.0473	23.9622	-4.1154	0.0240	1.6744	0.6080	77060.5469	3509025621.5166	3509025544.4561	-1.4522	37.7630	-12.8833	-0.4197	8.2065	0.9374	-0.3989	-0.6513	-0.2604	0.0000	0.0000
3509025621.5166	-8.3525	25.0145	51.2313	2.5056	9.9487	2.2444	-0.8324	-0.5359	-0.1497	3509025621.5253	-1.4291	-5.3096	47.7095	-0.1318	10.0112	-1.8046	-0.3423	-0.9297	0.3871	3509025621.4918	-0.3556	-1.9262	-0.1373	1.6131	5.0435	-8.2730	0.0241	0.0833	1.0551	3509025621.5235	-79.6724	-218.8826	-25.5483	-8.9294	6.7768	-3.8180	0.2078	-0.4115	-0.6956	77070.3125	3509025621.5119	3509025544.4416	-110.4258	166.8692	298.2685	-1.3973	13.3095	-0.7615	0.5612	-0.6638	-0.2189	77070.3125	3509025621.5163	3509025544.4460	-215.8545	135.9428	139.2259	-9.7909	23.6170	-2.1235	0.0480	1.6891	0.6643	77070.3125	3509025621.5264	3509025544.4561	3.2765	60.3905	-14.6030	-0.5821	8.5092	0.6233	-0.3896	-0.6322	-0.2627	0.0000	0.0000
3509025621.5264	-8.3525	25.0145	51.2313	2.6605	10.4069	1.7871	-0.8095	-0.5087	-0.1453	3509025621.5351	-1.4291	-5.3096	47.7095	-0.8483	10.2430	-2.0452	-0.3096	-0.8965	0.4043	3509025621.5016	-1.6333	-1.6384	-0.8515	1.3017	4.7306	-8.1900	-0.0040	0.0875	1.0352	3509025621.5333	-32.2210	-73.4860	-2.0215	-11.7027	6.6241	-2.5536	0.1608	-0.4053	-0.7096	77080.0781	3509025621.5216	3509025544.4416	-110.4258	166.8692	298.2685	-0.5367	14.2702	1.9943	0.5612	-0.6638	-0.2189	77080.0781	3509025621.5261	3509025544.4460	-215.8545	135.9428	139.2259	-8.4265	23.1269	0.3266	-0.0060	1.7542	0.6549	77080.0781	3509025621.5362	3509025544.4561	3.2765	60.3905	-14.6030	-0.9856	9.0390	0.0736	-0.3785	-0.6360	-0.2765	0.0000	0.0000
3509025621.5362	-27.6504	-18.9472	49.4740	2.3387	10.3305	1.4902	-0.8190	-0.5126	-0.1345	3509025621.5448	-1.4291	-5.3096	47.7095	-0.8483	10.1689	-1.6506	-0.3096	-0.8965	0.4043	3509025621.5114	-1.6333	-1.6384	-0.8515	0.9903	4.7237	-8.8783	0.0322	0.0854	1.0881	3509025621.5431	-32.2210	-73.4860	-2.0215	-10.4850	8.3043	3.1304	0.1608	-0.3663	-0.7002	77089.8437	3509025621.5314	3509025544.4416	-54.3029	297.6239	201.2761	2.0452	13.8909	2.9463	0.6041	-0.5723	-0.1747	77089.8437	3509025621.5359	3509025544.4460	-215.8545	135.9428	139.2259	-7.6087	21.3378	3.2913	-0.0240	1.7731	0.6620	77089.8437	3509025621.5459	3509025544.4561	3.2765	60.3905	-14.6030	-1.3071	9.4181	-0.2412	-0.3878	-0.6092	-0.2673	0.0000	0.0000
3509025621.5459	-27.6504	-18.9472	49.4740	1.9433	9.9487	1.7988	-0.8057	-0.5029	-0.1236	3509025621.5546	-2.6313	-0.8160	51.7168	-0.3706	10.0963	-1.0987	-0.2981	-0.8945	0.4129	3509025621.5211	-1.6333	-1.6384	-0.8515	1.2238	4.5715	-8.4181	0.0322	0.0854	1.0881	3509025621.5528	-32.2210	-73.4860	-2.0215	-10.0527	9.4499	7.6695	0.1608	-0.3663	-0.7002	77099.6094	3509025621.5412	3509025544.4416	-54.3029	297.6239	201.2761	6.9743	12.7866	1.3771	0.6429	-0.5426	-0.1200	77099.6094	3509025621.5456	3509025544.4460	-110.3061	131.3808	213.3402	-6.1719	21.2198	5.0958	-0.0240	1.7731	0.6620	77099.6094	3509025621.5557	3509025544.4561	7.1940	61.3138	-24.4429	-1.1495	9.7989	-0.4005	-0.3803	-0.6264	-0.2880	0.0000	0.0000
3509025621.5557	-27.6504	-18.9472	49.4740	1.0667	9.2613	1.8145	-0.8076	-0.5243	-0.1171	3509025621.5644	-2.6313	-0.8160	51.7168	-0.2910	10.0246	-0.4683	-0.3077	-0.9160	0.3957	3509025621.5309	6.1560	2.8007	-2.0101	1.0681	4.5722	-8.3397	0.0322	0.0813	1.0639	3509025621.5626	-9.3831	-99.4472	-35.9114	-12.1668	9.3735	12.9411	0.1078	-0.3642	-0.7377	77109.3750	3509025621.5509	3509025544.4416	-54.3029	297.6239	201.2761	9.2433	10.4649	2.5065	0.6714	-0.5787	-0.0884	77109.3750	3509025621.5554	3509025544.4460	-110.3061	131.3808	213.3402	-4.5107	25.2367	5.6987	-0.0120	1.8445	0.7254	77109.3750	3509025621.5654	3509025544.4561	7.1940	61.3138	-24.4429	-0.7500	9.9533	-0.2466	-0.3859	-0.6245	-0.2788	0.0000	0.0000
3509025621.5654	-27.6504	-18.9472	49.4740	-0.3699	8.2685	1.6131	-0.7886	-0.4990	-0.1020	3509025621.5741	-2.6313	-0.8160	51.7168	-0.6095	9.8717	-0.1508	-0.2904	-0.9043	0.4086	3509025621.5406	6.1560	2.8007	-2.0101	1.1460	4.8067	-8.4197	0.0000	0.0979	1.0463	3509025621.5724	-9.3831	-99.4472	-35.9114	-11.4474	11.2828	15.2308	0.1000	-0.3786	-0.7283	77119.1406	3509025621.5607	3509025544.4416	-21.7351	200.8134	107.4607	7.9132	8.4322	1.4206	0.6714	-0.5787	-0.0884	77119.1406	3509025621.5652	3509025544.4460	-110.3061	131.3808	213.3402	0.5523	25.8904	7.5744	-0.0560	1.8529	0.6972	77119.1406	3509025621.5752	3509025544.4561	7.1940	61.3138	-24.4429	-0.1131	9.8004	-0.2450	-0.3803	-0.6456	-0.3018	0.0000	0.0000
3509025621.5752	-19.0300	-48.7971	44.0917	-0.5954	7.7339	2.9744	-0.7752	-0.4913	-0.1020	3509025621.5839	-7.3518	7.3724	59.0077	-0.7687	9.7991	0.4011	-0.2904	-0.9043	0.4086	3509025621.5504	6.1560	2.8007	-2.0101	1.3017	4.7291	-8.3436	0.0000	0.0979	1.0463	3509025621.5821	-9.3831	-99.4472	-35.9114	-9.6946	10.0609	12.5235	0.1647	-0.3827	-0.6815	77128.9062	3509025621.5705	3509025544.4416	-21.7351	200.8134	107.4607	5.8007	7.8926	1.9001	0.6796	-0.5128	-0.0484	77128.9062	3509025621.5749	3509025544.4460	-12.2354	16.7396	279.5085	5.8492	23.7661	9.1826	-0.0560	1.9223	0.7089	77128.9062	3509025621.5850	3509025544.4561	0.4195	55.4866	-20.4138	0.2841	9.8761	-0.3235	-0.3822	-0.5996	-0.2880	0.0000	0.0000
3509025621.5850	-19.0300	-48.7971	44.0917	-1.7697	7.4284	5.0950	-0.7714	-0.5087	-0.0868	3509025621.5937	-7.3518	7.3724	59.0077	-0.6095	9.9576	0.6338	-0.2750	-0.9492	0.4151	3509025621.5602	6.1560	2.8007	-2.0101	1.1460	4.8052	-8.5733	0.0201	0.0979	1.0793	3509025621.5919	-6.5360	396.7098	-27.0920	-8.4819	9.5263	9.9691	0.1647	-0.3827	-0.6815	77138.6719	3509025621.5802	3509025544.4416	-21.7351	200.8134	107.4607	5.8007	7.8926	1.9001	0.6898	-0.5106	-0.0379	77138.6719	3509025621.5847	3509025544.4460	-12.2354	16.7396	279.5085	4.0373	21.3033	9.2681	-0.0620	1.9223	0.7089	77138.6719	3509025621.5947	3509025544.4561	0.4195	55.4866	-20.4138	0.2084	9.8035	0.0660	-0.3822	-0.6303	-0.3088	0.0000	0.0000
3509025621.5947	-19.0300	-48.7971	44.0917	-1.2014	7.5811	6.1407	-0.7810	-0.5282	-0.0998	3509025621.6034	-7.3518	7.3724	59.0077	-0.1318	10.0387	0.9466	-0.2615	-0.8945	0.3957	3509025621.5699	12.2274	6.6597	-3.9784	1.4574	4.8090	-8.1923	0.0161	0.0500	1.0639	3509025621.6017	-6.5360	396.7098	-27.0920	-6.4924	8.8389	7.7172	0.2471	-0.4012	-0.6604	77148.4375	3509025621.5900	3509025544.4416	31.5774	101.6252	-20.6869	1.0281	7.9846	3.3214	0.6898	-0.5106	-0.0379	77148.4375	3509025621.5945	3509025544.4460	-12.2354	16.7396	279.5085	-1.0160	19.1290	8.3778	-0.0480	1.8971	0.7465	77148.4375	3509025621.6045	3509025544.4561	0.4195	55.4866	-20.4138	-0.1826	9.7341	0.7666	-0.3692	-0.6284	-0.2995	0.0000	0.0000
3509025621.6045	8.7913	7.2610	35.4430	-1.4307	7.5048	7.1214	-0.7638	-0.5068	-0.1041	3509025621.6132	-7.3518	7.3724	59.0077	0.1866	10.1948	0.9435	-0.2596	-0.9473	0.4151	3509025621.5797	12.2274	6.6597	-3.9784	1.3796	4.8859	-8.3460	0.0020	0.1021	1.0595	3509025621.6114	-6.5360	396.7098	-27.0920	-4.5740	8.7625	6.0775	0.2490	-0.4198	-0.6604	77158.2031	3509025621.5998	3509025544.4416	31.5774	101.6252	-20.6869	-3.2751	8.2210	3.6351	0.6959	-0.5319	-0.0189	77158.2031	3509025621.6042	3509025544.4460	124.9242	-41.0279	218.3455	-0.8584	19.1290	8.3746	-0.0540	1.8908	0.6995	77158.2031	3509025621.6143	3509025544.4561	5.0481	75.6773	1.3135	-0.7414	9.7325	0.6111	-0.3729	-0.6169	-0.3111	0.0000	0.0000
3509025621.6143	8.7913	7.2610	35.4430	-1.1111	7.5811	7.1926	-0.7695	-0.5243	-0.0998	3509025621.6229	-19.0483	12.7479	70.2852	-0.0522	10.2658	0.2345	-0.2596	-0.9473	0.4151	3509025621.5895	12.2274	6.6597	-3.9784	1.2238	4.7283	-8.4197	0.0020	0.1021	1.0595	3509025621.6212	-6.5360	396.7098	-27.0920	-3.8821	7.3878	5.6212	0.2490	-0.4198	-0.6604	77167.9687	3509025621.6095	3509025544.4416	31.5774	101.6252	-20.6869	-4.2139	8.4591	4.1068	0.6673	-0.5298	-0.0084	77167.9687	3509025621.6140	3509025544.4460	124.9242	-41.0279	218.3455	-3.5652	17.6117	5.6731	-0.0540	1.8908	0.6995	77167.9687	3509025621.6240	3509025544.4561	5.0481	75.6773	1.3135	-1.4602	9.8066	0.3770	-0.3581	-0.5958	-0.3088	0.0000	0.0000
3509025621.6240	8.7913	7.2610	35.4430	-1.0292	7.9630	7.4136	-0.7581	-0.4971	-0.0998	3509025621.6327	-19.0483	12.7479	70.2852	-0.4502	10.0301	0.0820	-0.2308	-0.9297	0.4280	3509025621.5992	12.7531	6.5225	-3.5137	1.5353	4.8844	-8.5012	0.0161	0.0750	1.0881	3509025621.6309	-5.6329	156.6753	-20.9245	-2.2563	6.6241	5.6897	0.2392	-0.3889	-0.6159	77177.7344	3509025621.6193	3509025544.4416	31.5774	101.6252	-20.6869	-2.3362	8.6098	3.6312	0.6510	-0.5404	0.0168	77177.7344	3509025621.6237	3509025544.4460	124.9242	-41.0279	218.3455	-3.8357	16.7735	2.2723	-0.0560	1.9265	0.7418	77177.7344	3509025621.6338	3509025544.4561	5.0481	75.6773	1.3135	-2.3381	9.8808	0.1430	-0.3618	-0.6437	-0.3272	0.0000	0.0000
3509025621.6338	-11.8941	76.8296	6.8981	-0.6413	8.1921	6.3546	-0.7676	-0.5204	-0.0976	3509025621.6425	-19.0483	12.7479	70.2852	-0.5299	10.1089	0.1590	-0.2288	-0.9258	0.4086	3509025621.6090	12.7531	6.5225	-3.5137	1.7689	4.7282	-8.4251	0.0060	0.0792	1.0859	3509025621.6407	-5.6329	156.6753	-20.9245	-0.8640	4.4857	5.6200	0.2863	-0.4239	-0.6066	77187.5000	3509025621.6291	3509025544.4416	47.9922	174.5621	-126.8805	1.2628	9.2129	1.7289	0.6510	-0.5404	0.0168	77187.5000	3509025621.6335	3509025544.4460	124.9242	-41.0279	218.3455	-1.1137	14.5436	-1.3992	-0.0680	1.8298	0.7746	77187.5000	3509025621.6436	3509025544.4561	5.0481	75.6773	1.3135	-3.0616	10.1796	-0.5599	-0.3506	-0.6398	-0.3226	0.0000	0.0000
3509025621.6436	-11.8941	76.8296	6.8981	-0.5744	8.2685	5.0746	-0.7581	-0.5010	-0.1106	3509025621.6522	-23.0809	18.7372	80.4177	-1.0075	10.0340	0.4750	-0.2269	-0.9258	0.4258	3509025621.6188	12.7531	6.5225	-3.5137	1.3017	4.4123	-8.6478	0.0060	0.0792	1.0859	3509025621.6505	-5.6329	156.6753	-20.9245	1.1571	4.7148	6.5239	0.3314	-0.3951	-0.5878	77197.2656	3509025621.6388	3509025544.4416	47.9922	174.5621	-126.8805	4.1577	9.7604	2.0394	0.6469	-0.6085	0.0316	77197.2656	3509025621.6433	3509025544.4460	209.2581	121.5832	214.0842	22.7895	6.5734	-7.1308	-0.0960	1.8550	0.7559	77197.2656	3509025621.6533	3509025544.4561	5.7530	102.0736	6.3921	-3.3808	10.5611	-0.6415	-0.3692	-0.6513	-0.3341	0.0000	0.0000
3509025621.6533	-11.8941	76.8296	6.8981	-0.2625	8.7267	4.3901	-0.7638	-0.5165	-0.0933	3509025621.6620	-23.0809	18.7372	80.4177	-1.4851	10.4991	0.1512	-0.2269	-0.9258	0.4258	3509025621.6285	24.1496	13.1558	1.9123	1.7689	4.6491	-8.5012	-0.0080	0.0729	1.0463	3509025621.6602	86.3156	465.3121	-75.3465	2.3989	6.1659	6.8830	0.3314	-0.3951	-0.5878	77207.0312	3509025621.6486	3509025544.4416	47.9922	174.5621	-126.8805	3.1406	9.3819	3.0704	0.6163	-0.6489	0.0463	77207.0312	3509025621.6530	3509025544.4460	209.2581	121.5832	214.0842	4.6678	-11.0505	-6.4955	-0.0960	1.8550	0.7559	77207.0312	3509025621.6631	3509025544.4561	5.7530	102.0736	6.3921	-2.3546	10.8584	-1.4998	-0.3377	-0.6073	-0.3410	0.0000	0.0000
3509025621.6631	-6.0910	143.6939	-15.9552	-0.2647	8.9558	4.1622	-0.7429	-0.4990	-0.1280	3509025621.6718	-23.0809	18.7372	80.4177	-2.2015	11.4355	0.1325	-0.1808	-0.9297	0.4323	3509025621.6383	24.1496	13.1558	1.9123	2.3139	3.9417	-8.6532	0.0000	0.0625	1.0705	3509025621.6700	86.3156	465.3121	-75.3465	3.5532	8.3807	6.2317	0.3667	-0.3601	-0.5176	77216.7969	3509025621.6584	3509025544.4416	52.7555	177.7546	-142.7009	0.5587	7.6997	5.9316	0.6163	-0.6489	0.0463	77216.7969	3509025621.6628	3509025544.4460	209.2581	121.5832	214.0842	-34.6193	-3.6480	-2.1961	0.0040	1.7920	0.7559	77216.7969	3509025621.6729	3509025544.4561	5.7530	102.0736	6.3921	-1.3252	11.2352	-2.0480	-0.3340	-0.6418	-0.3548	0.0000	0.0000
3509025621.6729	-6.0910	143.6939	-15.9552	-0.1069	9.4141	4.0056	-0.7619	-0.5301	-0.1323	3509025621.6815	-28.8650	50.2309	99.5108	-2.0423	12.6068	0.1877	-0.1808	-0.9238	0.4194	3509025621.6481	24.1496	13.1558	1.9123	2.1582	4.7282	-8.4290	0.0000	0.0312	1.0837	3509025621.6798	86.3156	465.3121	-75.3465	4.4645	11.8174	4.4898	0.3980	-0.3868	-0.4801	77226.5625	3509025621.6681	3509025544.4416	52.7555	177.7546	-142.7009	-6.3264	6.2275	14.2427	0.5898	-0.6404	0.0695	77226.5625	3509025621.6726	3509025544.4460	243.0027	172.6610	-141.7440	5.8240	-9.3276	-1.2197	0.0200	1.7416	0.7887	77226.5625	3509025621.6826	3509025544.4561	-20.6387	128.0006	9.4481	0.1793	12.6036	-2.8393	-0.3302	-0.6284	-0.3479	0.0000	0.0000
3509025621.6826	-6.0910	143.6939	-15.9552	0.4531	10.5597	4.2142	-0.7543	-0.5107	-0.1497	3509025621.6913	-28.8650	50.2309	99.5108	-1.0871	13.8396	-1.4095	-0.1808	-0.9238	0.4194	3509025621.6578	44.0756	-9.7169	16.7192	2.1582	4.6452	-8.8892	0.0000	0.0312	1.0837	3509025621.6895	186.4993	191.8753	-92.1340	4.1391	16.2470	2.9047	0.4157	-0.4198	-0.4731	77236.3281	3509025621.6779	3509025544.4416	52.7555	177.7546	-142.7009	-20.8790	13.4773	8.2442	0.5939	-0.6745	0.0526	77236.3281	3509025621.6823	3509025544.4460	243.0027	172.6610	-141.7440	-3.7384	20.2652	-19.5308	-0.0100	1.6366	0.7512	77236.3281	3509025621.6924	3509025544.4561	-20.6387	128.0006	9.4481	1.5199	14.8849	-4.1063	-0.3432	-0.6456	-0.3502	0.0000	0.0000
3509025621.6924	-6.0910	143.6939	-15.9552	-0.0161	11.1706	5.1152	-0.7695	-0.5204	-0.1410	3509025621.7011	-28.8650	50.2309	99.5108	-0.3706	13.5992	-2.0337	-0.1731	-0.9355	0.4409	3509025621.6676	44.0756	-9.7169	16.7192	1.7689	4.6429	-9.1157	-0.0040	0.0354	1.0507	3509025621.6993	186.4993	191.8753	-92.1340	0.3328	16.2470	1.4759	0.4157	-0.4198	-0.4731	77246.0937	3509025621.6876	3509025544.4416	89.5220	181.5593	-89.3929	-10.4731	26.1586	-6.7369	0.5878	-0.7064	0.0463	77246.0937	3509025621.6921	3509025544.4460	243.0027	172.6610	-141.7440	-15.9787	34.6237	-14.0010	-0.0100	1.6366	0.7512	77246.0937	3509025621.7022	3509025544.4561	-20.6387	128.0006	9.4481	4.1482	15.8803	-3.9607	-0.3135	-0.6034	-0.3387	0.0000	0.0000
3509025621.7022	-3.3197	156.1087	-35.3220	-0.0160	10.2542	5.1244	-0.7943	-0.5107	-0.1475	3509025621.7108	-28.8650	50.2309	99.5108	0.2662	12.5808	-2.4064	-0.1538	-0.9141	0.4387	3509025621.6774	44.0756	-9.7169	16.7192	2.1582	2.9868	-10.0250	0.0000	0.0354	1.0352	3509025621.7091	186.4993	191.8753	-92.1340	-4.9075	16.0179	3.6923	0.3980	-0.3519	-0.4965	77255.8594	3509025621.6974	3509025544.4416	89.5220	181.5593	-89.3929	3.2971	14.3883	6.0228	0.5878	-0.7064	0.0463	77255.8594	3509025621.7019	3509025544.4460	-143.4266	289.2077	-69.2129	-7.8818	37.8049	-39.7788	-0.0180	1.5672	0.7746	77255.8594	3509025621.7119	3509025544.4561	-8.8852	113.0922	63.7135	4.8740	15.0487	-3.0193	-0.3135	-0.6648	-0.3733	0.0000	0.0000
3509025621.7119	-3.3197	156.1087	-35.3220	1.0892	9.5668	4.0674	-0.8133	-0.5320	-0.1649	3509025621.7206	-21.9403	79.9302	107.9510	1.2214	11.5609	-2.9364	-0.1327	-0.8828	0.4366	3509025621.6871	44.0756	-9.7169	16.7192	2.9367	3.6179	-9.6550	0.0000	0.0354	1.0352	3509025621.7188	-58.5183	-230.0241	21.6748	-5.8681	18.9200	8.2277	0.3804	-0.3457	-0.5433	77265.6250	3509025621.7072	3509025544.4416	89.5220	181.5593	-89.3929	10.9645	8.8096	8.0539	0.5592	-0.6915	0.0547	77265.6250	3509025621.7116	3509025544.4460	-143.4266	289.2077	-69.2129	4.6111	5.9371	-4.2868	-0.0520	1.5735	0.8146	77265.6250	3509025621.7217	3509025544.4561	-8.8852	113.0922	63.7135	2.3348	12.9921	-2.2211	-0.2857	-0.6379	-0.3641	0.0000	0.0000
3509025621.7217	-3.3197	156.1087	-35.3220	2.0328	9.5668	2.7794	-0.8171	-0.4951	-0.1887	3509025621.7304	-21.9403	79.9302	107.9510	0.8234	10.7017	-2.9978	-0.1327	-0.8828	0.4366	3509025621.6969	99.2499	5.5256	39.1266	2.8589	4.0915	-9.3516	0.0181	-0.0125	1.0595	3509025621.7286	-58.5183	-230.0241	21.6748	-2.6984	16.0943	7.9155	0.3804	-0.3457	-0.5433	77275.3906	3509025621.7169	3509025544.4416	77.9907	-4.5397	-79.9504	15.1112	10.5822	6.4559	0.5551	-0.7170	0.0505	77275.3906	3509025621.7214	3509025544.4460	-143.4266	289.2077	-69.2129	-4.2835	-0.2812	-10.9896	-0.0780	1.6050	0.7864	77275.3906	3509025621.7315	3509025544.4561	-8.8852	113.0922	63.7135	1.2323	10.1749	-1.0264	-0.2801	-0.6226	-0.3733	0.0000	0.0000
3509025621.7315	7.7195	222.6138	-84.2338	1.3923	9.1086	2.4896	-0.8229	-0.5049	-0.1931	3509025621.7401	-21.9403	79.9302	107.9510	-1.4851	10.1736	-1.1789	-0.1231	-0.9238	0.4516	3509025621.7067	99.2499	5.5256	39.1266	4.3382	4.7157	-9.6800	0.0201	-0.0292	1.0264	3509025621.7384	-58.5183	-230.0241	21.6748	2.3129	7.6169	6.0201	0.3529	-0.4012	-0.5667	77285.1562	3509025621.7267	3509025544.4416	77.9907	-4.5397	-79.9504	14.4853	9.2161	2.0449	0.5551	-0.7170	0.0505	77285.1562	3509025621.7312	3509025544.4460	-4.2544	80.1257	-66.4587	-4.1881	7.9158	-9.3246	-0.0780	1.6050	0.7864	77285.1562	3509025621.7412	3509025544.4561	-5.8037	151.4606	23.5236	0.3545	7.9554	-1.2375	-0.2635	-0.6130	-0.3756	0.0000	0.0000
3509025621.7412	7.7195	222.6138	-84.2338	0.2676	8.2685	1.6068	-0.8095	-0.4816	-0.2321	3509025621.7499	12.2439	73.7651	113.2667	-4.9080	9.8764	0.3209	-0.0923	-0.8945	0.4387	3509025621.7164	99.2499	5.5256	39.1266	3.1703	4.6443	-8.9761	0.0121	-0.0292	1.0154	3509025621.7481	-58.5183	-230.0241	21.6748	6.0963	5.6313	5.1529	0.3922	-0.3868	-0.5012	77294.9219	3509025621.7365	3509025544.4416	77.9907	-4.5397	-79.9504	4.0012	7.2709	-5.8369	0.5449	-0.7426	0.0253	77294.9219	3509025621.7409	3509025544.4460	-4.2544	80.1257	-66.4587	0.9257	6.1256	-10.2666	-0.0960	1.5924	0.8239	77294.9219	3509025621.7510	3509025544.4561	-5.8037	151.4606	23.5236	0.3538	7.4959	-1.3107	-0.2430	-0.6284	-0.3825	0.0000	0.0000
