Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Sync Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
3509025628.8994	15.5427	-43.3742	44.8186	-0.8120	8.5740	5.2244	-0.2324	-0.2155	-0.6117	3509025628.9081	13.1138	-35.6705	3.7500	-0.3706	9.8630	-1.0154	0.0615	-0.6289	-0.2065	3509025628.8770	-0.2138	-10.6895	0.8379	2.0803	5.2057	-7.7415	-0.4386	-0.2354	0.2819	3509025628.9063	-57.8601	-149.7222	42.9938	3.1432	8.6862	3.9167	0.0412	-0.5761	-0.0141	84453.1250	3509025628.8973	3509025544.4442	-32.5916	-396.0213	135.6324	5.4095	9.7904	5.0416	-0.0469	-0.5766	0.1537	84453.1250	3509025628.8995	3509025544.4464	-256.0767	-210.2141	-482.0262	-0.1195	14.3288	-4.4397	-0.6160	1.5168	0.2230	84453.1250	3509025628.9092	3509025544.4561	-16.4508	-120.1453	8.4016	-1.3102	8.5740	-0.5438	0.3247	-0.5594	-0.0530	0.0000	0.0000
3509025628.9092	15.5427	-43.3742	44.8186	-0.4174	9.0322	4.8398	-0.2552	-0.2369	-0.6117	3509025628.9179	13.1138	-35.6705	3.7500	0.1866	9.9387	-1.2528	0.0615	-0.6289	-0.2065	3509025628.8868	-0.2138	-10.6895	0.8379	2.0803	5.2826	-7.8960	-0.4386	-0.2354	0.2819	3509025628.9161	-57.8601	-149.7222	42.9938	4.9453	8.1516	6.1429	0.0294	-0.6049	-0.0328	84462.8906	3509025628.9070	3509025544.4442	-32.5916	-396.0213	135.6324	4.7836	10.1894	6.0648	0.0041	-0.5191	0.1642	84462.8906	3509025628.9093	3509025544.4464	-256.0767	-210.2141	-482.0262	-2.1794	13.9224	-5.5048	-0.6160	1.5168	0.2230	84462.8906	3509025628.9190	3509025544.4561	-16.4508	-120.1453	8.4016	-1.4694	8.7269	-0.5453	0.3173	-0.5824	-0.0599	0.0000	0.0000
3509025628.9190	-0.9625	-50.2052	43.2151	-0.0250	9.4905	4.2297	-0.2552	-0.2583	-0.6139	3509025628.9276	13.1138	-35.6705	3.7500	0.1866	10.0183	-1.0972	0.0538	-0.6328	-0.2065	3509025628.8965	-0.2138	-10.6895	0.8379	1.7689	5.1242	-8.0449	-0.4487	-0.2604	0.2819	3509025628.9258	-33.3844	-228.5126	39.4249	4.2488	9.6026	6.1353	0.0647	-0.5658	-0.0281	84472.6562	3509025628.9168	3509025544.4442	-60.4437	-501.0920	150.9701	1.5758	9.8022	6.2267	0.0449	-0.5298	0.1726	84472.6562	3509025628.9190	3509025544.4464	-256.0767	-210.2141	-482.0262	-2.4840	12.3265	-4.4319	-0.6100	1.5609	0.2606	84472.6562	3509025628.9287	3509025544.4561	-16.4508	-120.1453	8.4016	-1.6279	9.4158	-0.4745	0.3210	-0.6034	-0.0599	0.0000	0.0000
3509025628.9287	-0.9625	-50.2052	43.2151	0.3698	9.4141	3.8505	-0.2514	-0.2350	-0.6117	3509025628.9374	10.7912	-51.6870	7.3744	-0.0522	10.1736	-1.1789	0.0673	-0.6582	-0.2237	3509025628.9063	-2.6125	-12.8551	4.4893	1.6131	5.1242	-8.0434	-0.4487	-0.2396	0.2665	3509025628.9356	-33.3844	-228.5126	39.4249	2.1381	7.9224	4.0116	0.0843	-0.5720	-0.0375	84482.4219	3509025628.9266	3509025544.4442	-60.4437	-501.0920	150.9701	-2.4927	9.0937	5.3646	0.0449	-0.5298	0.1726	84482.4219	3509025628.9288	3509025544.4464	-196.3524	-161.2588	-484.3075	-3.4223	11.5714	-3.6816	-0.5840	1.5735	0.2653	84482.4219	3509025628.9385	3509025544.4561	-21.0468	-131.4666	2.0996	-1.8690	9.5664	-0.7093	0.3080	-0.6188	-0.0622	0.0000	0.0000
3509025628.9385	-0.9625	-50.2052	43.2151	0.9276	9.5668	3.8434	-0.2552	-0.1864	-0.6009	3509025628.9472	10.7912	-51.6870	7.3744	-0.0522	10.1736	-1.1789	0.0596	-0.6309	-0.2215	3509025628.9160	-2.6125	-12.8551	4.4893	1.6910	5.2042	-7.8913	-0.4406	-0.2458	0.2841	3509025628.9454	-33.3844	-228.5126	39.4249	0.0442	7.3878	3.5747	0.0843	-0.5720	-0.0375	84492.1875	3509025628.9363	3509025544.4442	-60.4437	-501.0920	150.9701	-6.2482	9.2398	4.4150	0.0694	-0.5277	0.1663	84492.1875	3509025628.9386	3509025544.4464	-196.3524	-161.2588	-484.3075	-3.6593	10.5691	-3.7365	-0.5840	1.5735	0.2653	84492.1875	3509025628.9483	3509025544.4561	-21.0468	-131.4666	2.0996	-1.9471	9.5679	-0.5538	0.3154	-0.5766	-0.0645	0.0000	0.0000
3509025628.9483	-11.5369	-81.9037	41.7409	0.8449	9.4141	3.5449	-0.2590	-0.2485	-0.6182	3509025628.9569	10.7912	-51.6870	7.3744	-0.3706	9.7850	-1.0139	0.0596	-0.6309	-0.2215	3509025628.9258	-2.6125	-12.8551	4.4893	1.6131	5.8277	-8.2809	-0.4406	-0.2458	0.2841	3509025628.9551	-55.9467	-316.8937	64.1128	-1.5010	6.3186	3.8324	0.0765	-0.5782	-0.0422	84501.9531	3509025628.9461	3509025544.4442	-60.4437	-501.0920	150.9701	-7.9694	8.4504	3.2377	0.1143	-0.5043	0.1600	84501.9531	3509025628.9483	3509025544.4464	-196.3524	-161.2588	-484.3075	-4.4408	9.7353	-3.0673	-0.5780	1.5693	0.2676	84501.9531	3509025628.9580	3509025544.4561	-21.0468	-131.4666	2.0996	-2.1874	9.4899	-0.7085	0.3284	-0.5862	-0.0737	0.0000	0.0000
3509025628.9580	-11.5369	-81.9037	41.7409	1.0065	9.7196	3.7658	-0.2571	-0.2447	-0.6117	3509025628.9667	10.7912	-51.6870	7.3744	-1.0871	9.9395	-1.1742	0.0673	-0.6387	-0.2215	3509025628.9356	0.2731	-8.9928	2.4161	1.6131	4.8897	-7.9642	-0.4467	-0.2667	0.2885	3509025628.9649	-55.9467	-316.8937	64.1128	-2.2625	6.6241	5.0722	0.0961	-0.5761	-0.0515	84511.7187	3509025628.9559	3509025544.4442	-43.6992	-461.9656	134.1152	-8.6736	8.3576	1.7374	0.1143	-0.5043	0.1600	84511.7187	3509025628.9581	3509025544.4464	-108.4781	-135.4735	-398.3060	-5.2270	8.5070	-2.8678	-0.5580	1.6113	0.2958	84511.7187	3509025628.9678	3509025544.4561	-21.0468	-131.4666	2.0996	-2.1859	9.4150	-0.5522	0.3024	-0.5958	-0.0714	0.0000	0.0000
3509025628.9678	-11.5369	-81.9037	41.7409	0.9283	9.6432	3.9178	-0.2629	-0.2505	-0.6052	3509025628.9765	15.7584	-57.2675	10.2503	-1.3259	10.0175	-1.1758	0.0769	-0.6406	-0.2215	3509025628.9453	0.2731	-8.9928	2.4161	1.7689	5.0435	-8.2746	-0.4386	-0.2917	0.2731	3509025628.9747	-55.9467	-316.8937	64.1128	-3.4086	7.6933	6.5398	0.0961	-0.5761	-0.0515	84521.4844	3509025628.9656	3509025544.4442	-43.6992	-461.9656	134.1152	-8.5171	8.2704	0.7901	0.1347	-0.5362	0.1474	84521.4844	3509025628.9679	3509025544.4464	-108.4781	-135.4735	-398.3060	-5.7035	7.4215	-3.2346	-0.5400	1.6408	0.2887	84521.4844	3509025628.9776	3509025544.4561	-12.8768	-135.5381	-8.3954	-2.2639	9.1108	-0.3937	0.2987	-0.5862	-0.0806	0.0000	0.0000
3509025628.9776	-7.0590	-118.2939	45.0777	0.3690	9.6432	3.7730	-0.2743	-0.2466	-0.6204	3509025628.9862	15.7584	-57.2675	10.2503	-1.0871	9.9403	-1.0956	0.0769	-0.6133	-0.2172	3509025628.9551	0.2731	-8.9928	2.4161	1.3796	4.8859	-8.3460	-0.4386	-0.2917	0.2731	3509025628.9844	-48.3239	-306.6718	74.0583	-4.2614	8.3043	6.3878	0.1157	-0.5535	-0.0703	84531.2500	3509025628.9754	3509025544.4442	-43.6992	-461.9656	134.1152	-7.3435	8.6489	-0.2408	0.1918	-0.4957	0.1389	84531.2500	3509025628.9776	3509025544.4464	-108.4781	-135.4735	-398.3060	-6.2621	6.4836	-3.9211	-0.5400	1.6408	0.2887	84531.2500	3509025628.9873	3509025544.4561	-12.8768	-135.5381	-8.3954	-2.5035	9.1100	-0.4714	0.3006	-0.5709	-0.0829	0.0000	0.0000
3509025628.9873	-7.0590	-118.2939	45.0777	-0.1934	9.6432	3.3274	-0.2571	-0.2252	-0.6182	3509025628.9960	15.7584	-57.2675	10.2503	-0.8483	9.8638	-0.9368	0.0769	-0.6133	-0.2172	3509025628.9649	8.0044	-7.4485	1.0922	1.3796	4.9651	-8.2699	-0.4346	-0.2500	0.2709	3509025628.9942	-48.3239	-306.6718	74.0583	-5.1976	7.6169	5.6320	0.1020	-0.5658	-0.0843	84541.0156	3509025628.9852	3509025544.4442	-40.2360	-280.1112	88.8515	-6.0917	9.5788	-0.5662	0.1959	-0.4787	0.1305	84541.0156	3509025628.9874	3509025544.4464	-108.4781	-135.4735	-398.3060	-7.0605	6.3862	-4.9380	-0.5320	1.6492	0.2934	84541.0156	3509025628.9971	3509025544.4561	-12.8768	-135.5381	-8.3954	-2.7415	9.0343	-0.3929	0.3061	-0.6149	-0.0991	0.0000	0.0000
3509025628.9971	-7.0590	-118.2939	45.0777	-0.1964	9.6432	3.0266	-0.2629	-0.2233	-0.6204	3509025629.0058	12.9209	-58.5060	12.9355	-0.9279	9.7834	-1.1711	0.0615	-0.6348	-0.2280	3509025628.9746	8.0044	-7.4485	1.0922	1.3017	5.1996	-8.3483	-0.4427	-0.2792	0.2731	3509025629.0040	-48.3239	-306.6718	74.0583	-5.9738	7.9224	5.4051	0.1196	-0.5823	-0.0937	84550.7812	3509025628.9949	3509025544.4442	-40.2360	-280.1112	88.8515	-4.9963	9.8081	-0.9635	0.1959	-0.4787	0.1305	84550.7812	3509025628.9972	3509025544.4464	-27.8191	-75.0744	-220.6536	-7.5501	6.8919	-6.6100	-0.5220	1.6366	0.3075	84550.7812	3509025629.0069	3509025544.4561	-7.1522	-128.5303	-18.5349	-2.8999	9.0351	-0.3151	0.2876	-0.5977	-0.0899	0.0000	0.0000
3509025629.0069	-9.7721	-123.5292	43.7403	-0.6783	9.4141	2.6576	-0.2686	-0.2214	-0.6226	3509025629.0155	12.9209	-58.5060	12.9355	-1.4055	9.4721	-1.0862	0.0712	-0.6191	-0.2323	3509025628.9844	8.0044	-7.4485	1.0922	1.5353	4.9658	-8.1947	-0.4105	-0.2667	0.2709	3509025629.0137	-48.3239	-306.6718	74.0583	-6.2113	8.0752	4.8656	0.1196	-0.5823	-0.0937	84560.5469	3509025629.0047	3509025544.4442	-40.2360	-280.1112	88.8515	-4.4487	9.5701	-1.4352	0.2143	-0.4915	0.1326	84560.5469	3509025629.0069	3509025544.4464	-27.8191	-75.0744	-220.6536	-6.9317	7.1757	-7.8220	-0.5160	1.6597	0.2934	84560.5469	3509025629.0166	3509025544.4561	-7.1522	-128.5303	-18.5349	-2.6627	9.0335	-0.4707	0.2950	-0.5805	-0.1037	0.0000	0.0000
3509025629.0166	-9.7721	-123.5292	43.7403	-1.1557	9.1850	2.7399	-0.2629	-0.2233	-0.6247	3509025629.0253	12.9209	-58.5060	12.9355	-1.6443	9.3964	-0.8489	0.0538	-0.6328	-0.2387	3509025628.9942	8.0044	-7.4485	1.0922	1.6131	5.1204	-8.4275	-0.4105	-0.2667	0.2709	3509025629.0235	-10.1944	-263.9131	70.5805	-5.6758	8.1516	4.2418	0.1412	-0.5535	-0.1148	84570.3125	3509025629.0145	3509025544.4442	-42.1955	-151.1905	45.2640	-4.0575	9.6479	-1.4360	0.2306	-0.4723	0.1158	84570.3125	3509025629.0167	3509025544.4464	-27.8191	-75.0744	-220.6536	-5.9907	6.7808	-8.3106	-0.5160	1.6597	0.2934	84570.3125	3509025629.0264	3509025544.4561	-7.1522	-128.5303	-18.5349	-2.5831	9.4923	-0.4752	0.2931	-0.5690	-0.0945	0.0000	0.0000
3509025629.0264	-9.7721	-123.5292	43.7403	-1.7128	9.1086	2.8215	-0.2876	-0.1981	-0.6161	3509025629.0351	11.3510	-62.7735	13.3930	-1.8831	9.3987	-0.6130	0.0538	-0.6328	-0.2387	3509025629.0039	14.5809	-4.0073	-0.9461	1.5353	5.1235	-8.1194	-0.4366	-0.2458	0.2599	3509025629.0333	-10.1944	-263.9131	70.5805	-4.8331	8.1516	3.3842	0.1118	-0.5679	-0.1311	84580.0781	3509025629.0242	3509025544.4442	-42.1955	-151.1905	45.2640	-3.8227	9.6534	-0.8830	0.2306	-0.4723	0.1158	84580.0781	3509025629.0265	3509025544.4464	-14.3904	-25.8855	-53.0585	-4.9645	5.6288	-8.1489	-0.5040	1.6681	0.2934	84580.0781	3509025629.0362	3509025544.4561	-5.1171	-119.9031	-21.9047	-2.2647	9.4923	-0.4752	0.2987	-0.5670	-0.1152	0.0000	0.0000
3509025629.0362	-9.7721	-123.5292	43.7403	-2.1879	9.1086	3.1270	-0.2933	-0.1922	-0.6161	3509025629.0448	11.3510	-62.7735	13.3930	-2.1219	9.5580	-0.3017	0.0615	-0.6523	-0.2366	3509025629.0137	14.5809	-4.0073	-0.9461	1.0681	5.2819	-7.9627	-0.4205	-0.2333	0.2709	3509025629.0430	-10.1944	-263.9131	70.5805	-3.8358	8.8389	2.5181	0.1255	-0.5350	-0.1382	84589.8437	3509025629.0340	3509025544.4442	-42.1955	-151.1905	45.2640	-3.6663	9.7359	-0.4097	0.2245	-0.4638	0.1284	84589.8437	3509025629.0362	3509025544.4464	-14.3904	-25.8855	-53.0585	-4.0148	5.0205	-7.7577	-0.5060	1.6765	0.3169	84589.8437	3509025629.0459	3509025544.4561	-5.1171	-119.9031	-21.9047	-2.3435	9.4930	-0.3975	0.2931	-0.5632	-0.1152	0.0000	0.0000
3509025629.0459	-6.7700	-115.5046	43.4997	-2.1849	8.9558	3.4294	-0.2952	-0.1903	-0.6117	3509025629.0546	11.3510	-62.7735	13.3930	-2.0423	9.7125	-0.4621	0.0654	-0.6113	-0.2452	3509025629.0235	14.5809	-4.0073	-0.9461	1.6131	5.2795	-8.1986	-0.4205	-0.2333	0.2709	3509025629.0528	25.0268	-113.7072	67.0546	-3.2206	8.9916	2.1244	0.1255	-0.5350	-0.1382	84599.6094	3509025629.0438	3509025544.4442	-38.3080	-52.7271	8.9076	-3.4315	9.8930	-0.2533	0.2429	-0.4787	0.1200	84599.6094	3509025629.0460	3509025544.4464	-14.3904	-25.8855	-53.0585	-3.1471	4.5599	-7.6862	-0.4900	1.6576	0.2958	84599.6094	3509025629.0557	3509025544.4561	-5.1171	-119.9031	-21.9047	-2.5012	9.5710	-0.2427	0.2839	-0.5824	-0.1290	0.0000	0.0000
3509025629.0557	-6.7700	-115.5046	43.4997	-2.6630	8.8031	3.4357	-0.3029	-0.2039	-0.6247	3509025629.0644	4.9292	-48.3572	15.3909	-1.8831	10.0238	-0.5469	0.0654	-0.6113	-0.2452	3509025629.0332	14.4476	-1.6119	-2.5477	1.2238	5.2803	-8.1179	-0.4266	-0.2687	0.2643	3509025629.0626	25.0268	-113.7072	67.0546	-3.0658	8.7625	2.1252	0.1549	-0.5391	-0.1569	84609.3750	3509025629.0535	3509025544.4442	-38.3080	-52.7271	8.9076	-3.0403	9.7406	0.0643	0.2306	-0.5000	0.1158	84609.3750	3509025629.0558	3509025544.4464	5.4709	3.9108	10.1799	-2.4370	4.4842	-7.6193	-0.4900	1.6576	0.2958	84609.3750	3509025629.0654	3509025544.4561	-5.3707	-112.6230	-19.8791	-2.7400	9.5710	-0.2427	0.2894	-0.5690	-0.1175	0.0000	0.0000
3509025629.0654	-6.7700	-115.5046	43.4997	-2.3450	8.8795	3.3565	-0.3105	-0.2621	-0.6182	3509025629.0741	4.9292	-48.3572	15.3909	-1.4851	10.1822	-0.3142	0.0538	-0.6074	-0.2344	3509025629.0430	14.4476	-1.6119	-2.5477	1.7689	5.2803	-8.1233	-0.4245	-0.2292	0.2775	3509025629.0723	25.0268	-113.7072	67.0546	-3.2159	8.4570	2.5929	0.1745	-0.5350	-0.1663	84619.1406	3509025629.0633	3509025544.4442	-38.3080	-52.7271	8.9076	-2.4927	9.7454	0.5383	0.2306	-0.5000	0.1158	84619.1406	3509025629.0655	3509025544.4464	5.4709	3.9108	10.1799	-1.9658	4.4808	-7.7879	-0.4960	1.6660	0.3005	84619.1406	3509025629.0752	3509025544.4561	-5.3707	-112.6230	-19.8791	-3.0561	9.6498	-0.0102	0.2820	-0.5728	-0.1313	0.0000	0.0000
3509025629.0752	-6.1202	-101.4116	36.5926	-2.1857	9.4905	3.3488	-0.3143	-0.2330	-0.6269	3509025629.0839	4.9292	-48.3572	15.3909	-1.3259	10.2587	-0.4730	0.0654	-0.6270	-0.2366	3509025629.0528	14.4476	-1.6119	-2.5477	1.4574	5.1235	-8.1186	-0.4266	-0.2354	0.2863	3509025629.0821	-10.8832	-38.4091	55.8160	-3.2113	8.2279	3.0584	0.1745	-0.5350	-0.1663	84628.9062	3509025629.0731	3509025544.4442	-36.8230	1.7743	-7.1503	-2.3362	9.3597	0.8583	0.2265	-0.4957	0.1179	84628.9062	3509025629.0753	3509025544.4464	5.4709	3.9108	10.1799	-1.4922	4.3283	-7.7147	-0.4920	1.6471	0.3075	84628.9062	3509025629.0850	3509025544.4561	-5.3707	-112.6230	-19.8791	-3.1364	9.4961	-0.0865	0.2783	-0.5651	-0.1336	0.0000	0.0000
3509025629.0850	-6.1202	-101.4116	36.5926	-2.0256	9.8723	3.4186	-0.3162	-0.2233	-0.6291	3509025629.0937	4.9292	-48.3572	15.3909	-2.0423	10.2555	-0.7874	0.0692	-0.6094	-0.2387	3509025629.0625	15.0490	-0.2283	-1.4756	1.8467	5.0465	-7.9681	-0.4266	-0.2354	0.2863	3509025629.0919	-10.8832	-38.4091	55.8160	-3.3629	7.9988	3.3710	0.1627	-0.5329	-0.1686	84638.6719	3509025629.0828	3509025544.4442	-36.8230	1.7743	-7.1503	-2.1015	9.2066	1.0968	0.2388	-0.4894	0.1368	84638.6719	3509025629.0851	3509025544.4464	5.4709	3.9108	10.1799	-0.9373	4.1034	-7.4029	-0.4920	1.6471	0.2981	84638.6719	3509025629.0947	3509025544.4561	-6.9963	-97.0789	-22.7236	-3.3776	9.6467	-0.3213	0.2746	-0.6054	-0.1452	0.0000	0.0000
3509025629.0947	-6.1202	-101.4116	36.5926	-1.7068	9.5668	3.4185	-0.3219	-0.2330	-0.6291	3509025629.1034	1.3971	-42.9190	15.9288	-1.8831	9.8630	-1.0154	0.0692	-0.6094	-0.2387	3509025629.0723	15.0490	-0.2283	-1.4756	1.6910	5.2011	-8.1986	-0.4266	-0.2458	0.2775	3509025629.1016	-10.8832	-38.4091	55.8160	-3.2801	7.8461	3.9121	0.1745	-0.5165	-0.1593	84648.4375	3509025629.0926	3509025544.4442	-36.8230	1.7743	-7.1503	-1.7885	9.1320	1.4136	0.2388	-0.4894	0.1368	84648.4375	3509025629.0948	3509025544.4464	21.6532	22.0494	5.1855	-1.1745	3.7170	-7.4700	-0.4920	1.6471	0.2981	84648.4375	3509025629.1045	3509025544.4561	-6.9963	-97.0789	-22.7236	-3.2980	9.7232	-0.3220	0.2560	-0.6149	-0.1429	0.0000	0.0000
3509025629.1045	-5.8453	-90.1840	30.0915	-1.9474	9.6432	3.2697	-0.3181	-0.1981	-0.6139	3509025629.1132	1.3971	-42.9190	15.9288	-1.8831	9.6266	-1.2466	0.0558	-0.6387	-0.2409	3509025629.0821	15.0490	-0.2283	-1.4756	1.6910	5.1250	-7.9673	-0.4346	-0.2437	0.2599	3509025629.1114	13.5313	60.6185	39.7607	-2.8136	8.3043	4.1345	0.1647	-0.5350	-0.1639	84658.2031	3509025629.1024	3509025544.4442	-36.8230	1.7743	-7.1503	-1.2408	8.9749	1.2572	0.2490	-0.4979	0.1389	84658.2031	3509025629.1046	3509025544.4464	21.6532	22.0494	5.1855	-1.2533	3.7940	-7.4700	-0.5060	1.6429	0.3075	84658.2031	3509025629.1143	3509025544.4561	-6.9963	-97.0789	-22.7236	-3.0584	9.5710	-0.2427	0.2560	-0.5996	-0.1521	0.0000	0.0000
3509025629.1143	-5.8453	-90.1840	30.0915	-1.7895	9.4141	3.1200	-0.3257	-0.2058	-0.6161	3509025629.1229	1.3971	-42.9190	15.9288	-1.8831	9.6281	-1.0894	0.0673	-0.6133	-0.2452	3509025629.0918	15.0490	-0.2283	-1.4756	1.6910	5.1250	-7.9673	-0.4346	-0.2437	0.2599	3509025629.1212	13.5313	60.6185	39.7607	-2.1930	8.8389	4.2773	0.1647	-0.5350	-0.1639	84667.9687	3509025629.1121	3509025544.4442	-32.9570	1.6440	-15.1926	-0.8496	9.0574	1.7304	0.2408	-0.5021	0.1284	84667.9687	3509025629.1144	3509025544.4464	21.6532	22.0494	5.1855	-1.0980	3.6352	-7.7087	-0.4960	1.6282	0.3099	84667.9687	3509025629.1240	3509025544.4561	-6.9963	-97.0789	-22.7236	-2.9804	9.7989	-0.4005	0.2635	-0.5996	-0.1475	0.0000	0.0000
3509025629.1240	-5.8453	-90.1840	30.0915	-1.7121	9.5668	2.8921	-0.3238	-0.1903	-0.6204	3509025629.1327	-1.7443	-48.4896	14.9857	-1.9627	9.6305	-0.8535	0.0481	-0.6230	-0.2473	3509025629.1016	19.8698	-3.0371	1.5803	1.8467	5.2810	-8.0473	-0.4326	-0.2417	0.2775	3509025629.1309	13.5313	60.6185	39.7607	-1.4974	9.2208	4.1894	0.1922	-0.4877	-0.1475	84677.7344	3509025629.1219	3509025544.4442	-32.9570	1.6440	-15.1926	-0.8496	9.1454	2.7567	0.2469	-0.5021	0.1263	84677.7344	3509025629.1241	3509025544.4464	33.5624	7.5810	-29.1217	-1.9721	3.8522	-8.4120	-0.5060	1.6387	0.2887	84677.7344	3509025629.1338	3509025544.4561	-0.9375	-79.4914	-25.2997	-2.8204	9.7232	-0.3220	0.2523	-0.6264	-0.1590	0.0000	0.0000
3509025629.1338	-8.4225	-83.0087	29.3446	-2.0301	9.4905	2.9712	-0.3257	-0.2039	-0.6182	3509025629.1425	-1.7443	-48.4896	14.9857	-2.5199	9.5556	-0.5375	0.0481	-0.6230	-0.2473	3509025629.1114	19.8698	-3.0371	1.5803	1.3017	5.2027	-8.0410	-0.4326	-0.2812	0.2643	3509025629.1407	13.5313	60.6185	39.7607	-0.7259	9.4499	3.9477	0.2020	-0.5494	-0.1522	84687.5000	3509025629.1317	3509025544.4442	-32.9570	1.6440	-15.1926	-0.9279	9.0669	2.6785	0.2469	-0.5021	0.1263	84687.5000	3509025629.1339	3509025544.4464	33.5624	7.5810	-29.1217	-2.6869	4.0723	-8.9593	-0.5060	1.6387	0.2887	84687.5000	3509025629.1436	3509025544.4561	-0.9375	-79.4914	-25.2997	-2.5816	9.5703	-0.3205	0.2430	-0.6111	-0.1521	0.0000	0.0000
3509025629.1436	-8.4225	-83.0087	29.3446	-2.1082	9.4141	3.1232	-0.3295	-0.2019	-0.6204	3509025629.1522	-1.7443	-48.4896	14.9857	-2.7587	9.4791	-0.3788	0.0558	-0.6445	-0.2430	3509025629.1211	19.8698	-3.0371	1.5803	1.2238	5.3603	-7.9650	-0.4245	-0.2729	0.2709	3509025629.1505	1.3929	60.3656	34.7487	-0.2678	9.6026	3.3240	0.1902	-0.5165	-0.1429	84697.2656	3509025629.1414	3509025544.4442	-29.8868	-32.3314	-8.3337	-0.4584	9.0629	2.2834	0.2490	-0.4915	0.1389	84697.2656	3509025629.1436	3509025544.4464	33.5624	7.5810	-29.1217	-3.0077	4.4462	-9.5176	-0.5100	1.6008	0.2958	84697.2656	3509025629.1533	3509025544.4561	-0.9375	-79.4914	-25.2997	-2.1032	9.5710	-0.2427	0.2468	-0.5977	-0.1705	0.0000	0.0000
