Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
281582.0312	8.9603	57.0598	85.2278	-0.1828	9.4905	4.3817	0.5162	-0.4680	-0.5141	281582.0312	-8.5708	21.3130	73.8922	1.1418	10.1050	-0.2340	0.4462	-0.7266	-0.2538	281582.0312	43.5757	-2.2524	1.1078	-1.1898	3.9420	-8.6182	-0.0664	-0.6687	0.5881	281582.0312	-7.7453	83.7436	-75.5024	-1.1039	6.9296	-2.8942	-0.1137	-0.8498	0.0726	281582.0312	-24.1148	-50.7294	369.2584	8.3826	14.7692	5.2289	-0.0918	-0.8277	0.2337	281582.0312	-427.1967	-150.3498	180.2848	7.7737	28.9040	-11.1776	-0.7660	1.2416	0.5352	281591.7969	8.2351	11.2456	2.0952	0.7643	7.5083	-0.0666	0.3729	-0.6494	0.3871	0.0000	0.0000
281591.7969	8.9603	57.0598	85.2278	0.0623	9.3377	4.9824	0.5162	-0.4505	-0.4967	281591.7969	-4.0538	11.1269	90.9004	1.8582	10.1097	0.2376	0.4462	-0.7266	-0.2538	281591.7969	43.5757	-2.2524	1.1078	-1.4234	4.1773	-8.6182	-0.0664	-0.6521	0.5529	281591.7969	-7.7453	83.7436	-75.5024	-4.1411	7.4642	-4.7992	-0.1137	-0.8498	0.0726	281591.7969	-24.1148	-50.7294	369.2584	4.0795	17.1275	-0.0095	-0.0082	-0.8043	0.2379	281591.7969	-427.1967	-150.3498	180.2848	10.8593	35.0116	-10.0082	-0.6820	1.3382	0.5329	281601.5625	8.2351	11.2456	2.0952	0.8454	7.8921	0.0851	0.3822	-0.6533	0.3825	0.0000	0.0000
281601.5625	8.9603	57.0598	85.2278	0.5397	9.4905	4.9009	0.5200	-0.4408	-0.4902	281601.5625	-4.0538	11.1269	90.9004	3.1318	10.0317	0.2392	0.4577	-0.7637	-0.2731	281601.5625	77.7151	4.5824	-8.7745	-1.0341	3.9405	-8.7734	-0.0664	-0.6521	0.5529	281601.5625	-7.7453	83.7436	-75.5024	-6.0812	8.8389	-5.3340	-0.1255	-0.8292	0.0749	281601.5625	-24.1148	-50.7294	369.2584	-2.1015	18.8279	-1.0537	-0.0082	-0.8043	0.2379	281601.5625	-374.6573	-157.1078	274.2383	10.9834	39.1071	-5.4757	-0.6820	1.3382	0.5329	281611.3281	8.2351	11.2456	2.0952	0.7696	8.1254	0.4716	0.3711	-0.6590	0.3825	0.0000	0.0000
281611.3281	-13.1630	33.5775	81.3780	0.2216	9.8723	4.9754	0.5371	-0.4427	-0.4967	281611.3281	-4.0538	11.1269	90.9004	3.5299	10.5803	0.4641	0.4885	-0.7148	-0.2645	281611.3281	77.7151	4.5824	-8.7745	-1.1898	3.2331	-8.9184	-0.0805	-0.6813	0.5352	281611.3281	-3.0614	108.5836	-66.9283	-7.8518	10.1372	-4.4028	-0.1431	-0.8086	0.0585	281611.3281	-24.1148	-50.7294	369.2584	-9.5342	18.7398	-2.0800	0.0469	-0.7936	0.2295	281611.3281	-374.6573	-157.1078	274.2383	7.8385	39.2032	3.1823	-0.6720	1.4202	0.6033	281621.0937	19.4744	6.9623	-7.2345	0.4551	8.3586	0.8581	0.3729	-0.6762	0.3779	0.0000	0.0000
281621.0937	-13.1630	33.5775	81.3780	-0.0957	10.1014	5.1267	0.5524	-0.4000	-0.4967	281621.0937	-6.8171	-18.0479	111.9389	3.2910	11.2037	0.3730	0.4885	-0.7148	-0.2645	281621.0937	77.7151	4.5824	-8.7745	-0.9562	3.4691	-8.8463	-0.0845	-0.7333	0.5286	281621.0937	-3.0614	108.5836	-66.9283	-12.3106	10.9010	-1.4322	-0.1667	-0.8457	0.0703	281621.0937	-39.5239	5.8820	234.7196	-9.2213	13.9943	-2.2696	0.1061	-0.7872	0.2611	281621.0937	-374.6573	-157.1078	274.2383	3.6234	32.7428	15.1769	-0.6220	1.4622	0.6009	281630.8594	19.4744	6.9623	-7.2345	-0.2621	8.7401	0.7765	0.3673	-0.6954	0.3710	0.0000	0.0000
281630.8594	-13.1630	33.5775	81.3780	-1.2137	10.4833	4.9085	0.5524	-0.3845	-0.4924	281630.8594	-6.8171	-18.0479	111.9389	2.8134	11.9186	1.6167	0.4865	-0.6992	-0.2559	281630.8594	77.7151	4.5824	-8.7745	-0.8783	3.3915	-8.7694	-0.0765	-0.7208	0.4758	281630.8594	-3.0614	108.5836	-66.9283	-20.0132	12.1229	2.1838	-0.1667	-0.8457	0.0703	281630.8594	-39.5239	5.8820	234.7196	-2.5709	10.3840	2.1912	0.1061	-0.7872	0.2611	281630.8594	-223.2057	42.4088	56.5200	5.5319	26.1567	24.7431	-0.6220	1.5231	0.5751	281640.6250	19.4744	6.9623	-7.2345	-1.1370	9.0467	0.8512	0.3711	-0.7011	0.3664	0.0000	0.0000
281640.6250	-11.7629	20.7221	65.3893	-2.0881	10.8652	5.1390	0.5505	-0.3767	-0.4794	281640.6250	-6.8171	-18.0479	111.9389	2.0970	12.5303	0.3464	0.5250	-0.7305	-0.2817	281640.6250	146.4764	9.9122	-19.0029	-1.0341	3.1570	-8.6887	-0.0765	-0.7208	0.4758	281640.6250	117.6489	54.1980	-25.2107	-23.0075	16.1706	4.5666	-0.1588	-0.8560	0.0515	281640.6250	-39.5239	5.8820	234.7196	3.4535	9.6143	2.9890	0.1388	-0.7851	0.2632	281640.6250	-223.2057	42.4088	56.5200	13.7525	27.3591	27.1019	-0.6220	1.5231	0.5751	281650.3906	32.5564	4.3590	-14.8195	-1.6131	9.3541	1.0037	0.3506	-0.6992	0.3664	0.0000	0.0000
281650.3906	-11.7629	20.7221	65.3893	-2.2437	10.7124	5.5181	0.5676	-0.4155	-0.5011	281650.3906	-6.8171	-18.0479	111.9389	1.7786	12.7652	0.4204	0.5346	-0.6797	-0.2688	281650.3906	146.4764	9.9122	-19.0029	-1.5012	3.9390	-8.9223	-0.0946	-0.7354	0.4493	281650.3906	117.6489	54.1980	-25.2107	-19.9336	20.0656	2.4124	-0.1667	-0.8148	0.0117	281650.3906	13.7126	253.9818	18.2237	6.4267	9.3692	1.8063	0.1204	-0.7830	0.2463	281650.3906	-223.2057	42.4088	56.5200	16.0359	32.8995	26.8658	-0.6640	1.5147	0.6033	281660.1562	32.5564	4.3590	-14.8195	-1.9354	9.5796	0.6126	0.3562	-0.7107	0.3664	0.0000	0.0000
281660.1562	-11.7629	20.7221	65.3893	-1.5971	10.2542	6.4187	0.5638	-0.4097	-0.4751	281660.1562	-10.4229	-1.7296	131.5397	2.0970	12.9969	0.1799	0.5346	-0.6797	-0.2688	281660.1562	146.4764	9.9122	-19.0029	-0.8783	3.5537	-8.2332	-0.1127	-0.8063	0.4053	281660.1562	117.6489	54.1980	-25.2107	-17.8963	15.7888	-2.8149	-0.1843	-0.8457	0.0187	281660.1562	13.7126	253.9818	18.2237	11.6687	8.4677	4.9758	0.1061	-0.8043	0.2842	281660.1562	28.5766	-36.9345	90.3761	12.0078	31.2654	26.0238	-0.6560	1.5168	0.5798	281669.9219	32.5564	4.3590	-14.8195	-1.6217	10.1101	0.1407	0.3748	-0.6782	0.3594	0.0000	0.0000
281669.9219	-22.7012	37.3703	23.8573	-1.0377	9.4905	6.5712	0.5676	-0.3981	-0.4794	281669.9219	-10.4229	-1.7296	131.5397	3.3706	12.9953	0.0226	0.5308	-0.6973	-0.2624	281669.9219	232.7631	25.5944	-46.4080	-0.0998	3.8658	-8.3978	-0.1127	-0.8063	0.4053	281669.9219	117.6489	54.1980	-25.2107	-18.0777	11.3592	-5.4708	-0.1843	-0.8457	0.0187	281669.9219	13.7126	253.9818	18.2237	12.5293	11.4430	7.0004	0.1061	-0.8043	0.2842	281669.9219	28.5766	-36.9345	90.3761	-10.6373	-10.9917	15.7000	-0.6400	1.5357	0.5563	281679.6875	51.0263	23.5811	-23.6201	-1.3900	11.3264	-0.5713	0.3729	-0.6916	0.3525	0.0000	0.0000
281679.6875	-22.7012	37.3703	23.8573	-0.4053	8.8795	6.0445	0.5638	-0.3903	-0.4599	281679.6875	-10.4229	-1.7296	131.5397	4.5647	12.6864	0.3433	0.5846	-0.6719	-0.2882	281679.6875	232.7631	25.5944	-46.4080	0.2117	4.0280	-7.8647	-0.1147	-0.8000	0.3392	281679.6875	67.5034	-56.9322	38.8720	-14.7828	9.9081	-1.0116	-0.1588	-0.8786	0.0047	281679.6875	42.1906	53.5900	-211.8397	5.9572	10.7886	3.7674	0.0735	-0.8170	0.2779	281679.6875	28.5766	-36.9345	90.3761	0.6200	14.3818	-17.1918	-0.6400	1.5357	0.5563	281689.4531	51.0263	23.5811	-23.6201	-1.2286	12.5521	-0.3503	0.3562	-0.7069	0.3456	0.0000	0.0000
281689.4531	-22.7012	37.3703	23.8573	0.0721	9.1086	5.9622	0.5810	-0.3961	-0.4707	281689.4531	-20.9113	-4.2317	154.6774	4.7239	12.6887	0.5791	0.5885	-0.6738	-0.2731	281689.4531	232.7631	25.5944	-46.4080	0.6010	4.8099	-8.1069	-0.1127	-0.8063	0.2797	281689.4531	67.5034	-56.9322	38.8720	-7.3645	9.9845	5.6300	-0.1451	-0.8230	-0.0304	281689.4531	42.1906	53.5900	-211.8397	-4.1357	11.7019	1.7830	0.0327	-0.8043	0.2421	281689.4531	28.5766	-36.9345	90.3761	20.4336	29.4643	-6.2679	-0.7100	1.5168	0.5681	281699.2187	51.0263	23.5811	-23.6201	-0.9026	14.3948	0.4089	0.3562	-0.7241	0.3479	0.0000	0.0000
281699.2187	-12.5168	69.6250	-29.8786	0.3983	10.1014	6.7011	0.5733	-0.3942	-0.4425	281699.2187	-20.9113	-4.2317	154.6774	4.8035	13.3146	0.7239	0.5885	-0.6738	-0.2731	281699.2187	330.7181	27.5258	-53.9214	0.9903	4.5792	-7.6475	-0.1690	-0.8458	0.2269	281699.2187	67.5034	-56.9322	38.8720	1.3590	12.5048	11.2305	-0.1451	-0.8230	-0.0304	281699.2187	42.1906	53.5900	-211.8397	-21.5049	15.9339	5.0592	0.0327	-0.8043	0.2421	281699.2187	88.8424	-4.0028	3.3252	4.4475	-27.7450	-36.4059	-0.7100	1.4769	0.5282	281708.9844	51.0263	23.5811	-23.6201	-0.7388	14.9346	0.8701	0.3321	-0.7165	0.3410	0.0000	0.0000
281708.9844	-12.5168	69.6250	-29.8786	1.5199	10.9415	7.2831	0.5886	-0.4194	-0.4599	281708.9844	-20.9113	-4.2317	154.6774	4.9627	13.0828	0.9644	0.5962	-0.6328	-0.2602	281708.9844	330.7181	27.5258	-53.9214	2.3139	5.2056	-7.7439	-0.1690	-0.8458	0.2269	281708.9844	35.3743	-159.0948	-10.0464	8.4392	13.9558	7.2851	-0.1373	-0.8251	-0.0187	281708.9844	26.5736	-69.7599	-15.2021	-16.1846	25.8901	-18.0330	-0.0041	-0.8191	0.2421	281708.9844	88.8424	-4.0028	3.3252	16.7933	7.1773	-7.7394	-0.7340	1.4601	0.4765	281718.7500	32.0767	0.9989	-6.5111	-0.1777	14.5562	1.2627	0.3711	-0.7107	0.3410	0.0000	0.0000
281718.7500	-12.5168	69.6250	-29.8786	3.5911	11.5525	7.1811	0.5790	-0.4194	-0.4447	281718.7500	-16.3045	11.6123	177.1531	6.3159	14.2714	2.7490	0.6250	-0.5918	-0.2796	281718.7500	330.7181	27.5258	-53.9214	5.0389	5.5275	-6.9292	-0.1449	-0.8375	0.1300	281718.7500	35.3743	-159.0948	-10.0464	14.0882	13.7267	-0.4892	-0.1588	-0.8272	-0.0164	281718.7500	26.5736	-69.7599	-15.2021	7.0526	15.0603	-12.3148	0.0061	-0.8106	0.2421	281718.7500	88.8424	-4.0028	3.3252	12.0514	20.1710	-1.1382	-0.7340	1.4601	0.4765	281728.5156	32.0767	0.9989	-6.5111	0.1439	14.4064	1.5753	0.3488	-0.7222	0.3341	0.0000	0.0000
281728.5156	-12.5168	69.6250	-29.8786	3.8986	11.6289	6.0492	0.6000	-0.4291	-0.4490	281728.5156	-16.3045	11.6123	177.1531	8.3856	15.9818	2.0858	0.6500	-0.5625	-0.2624	281728.5156	494.0688	-8.9256	-4.7411	3.6375	8.2702	-7.1731	-0.1630	-0.8667	0.0088	281728.5156	35.3743	-159.0948	-10.0464	11.3690	14.3377	-1.5490	-0.1784	-0.8333	-0.0304	281728.5156	26.5736	-69.7599	-15.2021	7.5220	9.3784	10.4976	-0.0265	-0.7809	0.2211	281728.5156	271.5363	19.3005	-129.0303	-11.6935	16.7335	-18.9826	-0.7880	1.4454	0.4906	281738.2812	32.0767	0.9989	-6.5111	-0.0941	13.4897	1.6622	0.3488	-0.7299	0.3410	0.0000	0.0000
281738.2812	-14.5428	121.5630	-102.4620	4.7586	11.9344	4.3830	0.5771	-0.4097	-0.4013	281738.2812	-16.3045	11.6123	177.1531	9.5000	17.2005	-0.9263	0.6500	-0.5625	-0.2624	281738.2812	494.0688	-8.9256	-4.7411	3.4039	7.2846	-11.6171	-0.1630	-0.8667	0.0088	281738.2812	-197.1835	-67.5391	-18.6323	-1.2155	17.0871	-6.3143	-0.1784	-0.8333	-0.0304	281738.2812	26.5736	-69.7599	-15.2021	2.5929	17.6923	2.0391	-0.0265	-0.7809	0.2211	281738.2812	271.5363	19.3005	-129.0303	-6.6144	21.0388	-15.5086	-0.7900	1.3887	0.4296	281748.0469	-35.1415	1.5287	-3.3526	-0.9735	12.8742	1.2795	0.3377	-0.6801	0.3364	0.0000	0.0000
281748.0469	-14.5428	121.5630	-102.4620	5.1473	11.9344	3.4015	0.5771	-0.4641	-0.3948	281748.0469	-16.3045	11.6123	177.1531	9.5796	16.9758	0.0217	0.6769	-0.5547	-0.2538	281748.0469	494.0688	-8.9256	-4.7411	-6.7178	18.9476	-13.9374	-0.1831	-0.8729	-0.1079	281748.0469	-197.1835	-67.5391	-18.6323	-5.7865	14.3377	-22.2990	-0.1549	-0.8251	0.0234	281748.0469	127.2199	-43.3783	-151.6974	1.8105	17.5024	-9.1787	-0.0551	-0.7681	0.2042	281748.0469	271.5363	19.3005	-129.0303	7.5471	15.4461	-10.1875	-0.8260	1.3887	0.3897	281757.8125	-35.1415	1.5287	-3.3526	-2.3361	12.5591	0.3495	0.3599	-0.6992	0.3479	0.0000	0.0000
281757.8125	-14.5428	121.5630	-102.4620	6.3985	10.7124	0.9946	0.5524	-0.4816	-0.3688	281757.8125	6.4828	134.4249	176.2630	8.3060	16.0300	-0.9029	0.7115	-0.5137	-0.2473	281757.8125	494.0688	-8.9256	-4.7411	-1.0341	19.8997	-12.8513	-0.1429	-0.9104	-0.2665	281757.8125	-197.1835	-67.5391	-18.6323	-9.5199	7.5406	-0.9633	-0.1706	-0.8683	0.0585	281757.8125	127.2199	-43.3783	-151.6974	7.6785	10.3986	-4.1299	-0.0755	-0.7723	0.2168	281757.8125	233.3242	54.6958	-54.5039	14.2751	13.7280	-15.2230	-0.8260	1.3887	0.3897	281767.5781	-35.1415	1.5287	-3.3526	-1.7952	12.9250	-1.2872	0.3451	-0.7011	0.3525	0.0000	0.0000
281767.5781	-90.1105	21.8891	-194.2268	3.9912	9.7196	-0.6259	0.5562	-0.5068	-0.3796	281767.5781	6.4828	134.4249	176.2630	5.3607	16.0717	3.2633	0.7115	-0.5137	-0.2473	281767.5781	494.7838	26.8252	103.8349	2.6253	23.9090	-19.7659	-0.1348	-0.8167	-0.3767	281767.5781	261.0592	-226.0613	19.1276	-12.3916	13.1921	13.6772	-0.1510	-0.8189	-0.0070	281767.5781	127.2199	-43.3783	-151.6974	8.3826	7.0874	-0.8573	-0.0755	-0.7723	0.2168	281767.5781	233.3242	54.6958	-54.5039	9.0578	15.9344	-8.8742	-0.8660	1.3319	0.3897	281777.3437	-10.9036	12.9862	7.9070	-0.1352	12.4546	-2.4490	0.3525	-0.7165	0.3548	0.0000	0.0000
281777.3437	-90.1105	21.8891	-194.2268	-1.4245	6.2064	-0.2358	0.5200	-0.5359	-0.3644	281777.3437	6.4828	134.4249	176.2630	3.2114	17.8892	5.5071	0.7231	-0.5332	-0.2151	281777.3437	494.7838	26.8252	103.8349	8.1533	18.0658	-8.0077	-0.1348	-0.8167	-0.3767	281777.3437	261.0592	-226.0613	19.1276	3.2481	16.4761	14.4143	-0.1510	-0.8189	-0.0070	281777.3437	16.5983	0.8733	-156.4164	7.2090	8.2948	3.2393	-0.1082	-0.7447	0.1937	281777.3437	233.3242	54.6958	-54.5039	-7.3563	32.8379	-10.8741	-0.8460	1.3676	0.3568	281787.1094	-10.9036	12.9862	7.9070	-0.0727	12.8198	-4.1634	0.3414	-0.6762	0.3525	0.0000	0.0000
281787.1094	-90.1105	21.8891	-194.2268	-3.3951	6.7411	1.9595	0.5124	-0.5340	-0.3905	281787.1094	-37.9970	184.7027	183.7933	3.5299	17.1018	4.8152	0.7596	-0.4512	-0.1871	281787.1094	494.7838	26.8252	103.8349	1.7689	39.2116	-18.9116	-0.1247	-0.7979	-0.5132	281787.1094	261.0592	-226.0613	19.1276	10.9929	13.1158	7.2680	-0.1510	-0.8477	-0.0047	281787.1094	16.5983	0.8733	-156.4164	5.9572	10.5395	2.1897	-0.1510	-0.7319	0.1832	281787.1094	35.8677	37.6932	-43.6318	-4.5204	6.0333	-11.0315	-0.8720	1.3424	0.3333	281796.8750	-10.9036	12.9862	7.9070	0.4721	12.5015	-5.4045	0.3803	-0.6801	0.3571	0.0000	0.0000
281796.8750	8.6021	-99.2422	-177.2383	-2.8187	9.4141	3.8071	0.4686	-0.5456	-0.3926	281796.8750	-37.9970	184.7027	183.7933	0.9030	14.8619	-0.6437	0.7885	-0.4316	-0.1720	281796.8750	415.4876	-93.8081	141.4024	-0.5669	23.6556	-21.5754	-0.0885	-0.7542	-0.5771	281796.8750	261.0592	-226.0613	19.1276	10.9892	5.4021	-0.8382	-0.1471	-0.8169	0.0515	281796.8750	16.5983	0.8733	-156.4164	5.9572	9.9570	6.1461	-0.1837	-0.7894	0.2021	281796.8750	35.8677	37.6932	-43.6318	8.7235	4.0359	-10.7788	-0.8720	1.3424	0.3333	281806.6406	-34.9537	-17.3755	19.9919	1.8084	10.6495	-7.0968	0.3581	-0.6686	0.3641	0.0000	0.0000
281806.6406	8.6021	-99.2422	-177.2383	-4.2448	15.5239	4.6628	0.4590	-0.5650	-0.4273	281806.6406	-37.9970	184.7027	183.7933	1.1418	12.5224	-0.4396	0.7885	-0.4316	-0.1720	281806.6406	415.4876	-93.8081	141.4024	0.6788	20.2756	-22.3224	-0.0885	-0.7542	-0.5771	281806.6406	-155.2885	-183.5115	-22.9619	8.3530	3.6456	-1.3347	-0.1471	-0.8539	0.0515	281806.6406	56.9364	-6.4077	-148.2031	5.6443	10.0347	6.1453	-0.1837	-0.7894	0.2021	281806.6406	35.8677	37.6932	-43.6318	1.7032	10.8023	-11.3310	-0.8980	1.3508	0.3568	281816.4062	-34.9537	-17.3755	19.9919	3.3248	9.6594	-6.6981	0.3896	-0.6782	0.3594	0.0000	0.0000
281816.4062	8.6021	-99.2422	-177.2383	-6.6324	21.4045	5.0039	0.4286	-0.5689	-0.4252	281816.4062	-33.0381	68.6732	153.1427	0.2662	10.5156	1.8020	0.7942	-0.4199	-0.1290	281816.4062	415.4876	-93.8081	141.4024	-3.0584	11.9654	-29.8082	-0.0624	-0.6625	-0.6145	281816.4062	-155.2885	-183.5115	-22.9619	8.8843	5.4785	5.3582	-0.1569	-0.8539	0.0492	281816.4062	56.9364	-6.4077	-148.2031	8.5391	8.7867	5.7628	-0.2082	-0.7298	0.1726	281816.4062	35.8677	37.6932	-43.6318	-5.0559	8.8384	-9.4053	-0.8960	1.3487	0.3310	281826.1719	-34.9537	-17.3755	19.9919	3.5043	8.9151	-4.6687	0.3599	-0.6743	0.3594	0.0000	0.0000
281826.1719	58.1439	-59.4645	-134.5462	-9.1681	18.9606	6.4826	0.4152	-0.5883	-0.4512	281826.1719	-33.0381	68.6732	153.1427	-3.3955	9.6604	2.1336	0.8115	-0.3594	-0.1247	281826.1719	160.7353	203.4581	157.0032	-0.2555	26.1397	-16.3021	-0.0704	-0.6604	-0.6762	281826.1719	-155.2885	-183.5115	-22.9619	2.9677	5.2494	9.5885	-0.1843	-0.8292	0.0539	281826.1719	56.9364	-6.4077	-148.2031	8.3826	7.1419	4.5940	-0.2367	-0.7362	0.1579	281826.1719	24.5604	-3.6892	-10.0162	-0.0867	5.4570	-9.0390	-0.8960	1.3529	0.3310	281835.9375	-34.9537	-17.3755	19.9919	1.2771	8.2285	-4.5063	0.3970	-0.6724	0.3687	0.0000	0.0000
281835.9375	58.1439	-59.4645	-134.5462	-7.8766	13.7673	8.1009	0.3657	-0.6155	-0.4599	281835.9375	-33.0381	68.6732	153.1427	-11.5149	9.8046	0.9513	0.8212	-0.3477	-0.1376	281835.9375	160.7353	203.4581	157.0032	1.5353	20.3462	-23.1000	-0.0101	-0.6500	-0.6938	281835.9375	77.8356	-109.8795	-54.0674	-1.9887	7.6933	9.2276	-0.1765	-0.8477	0.0422	281835.9375	33.6133	-41.6016	-98.9763	6.4267	6.5491	7.5234	-0.2367	-0.7362	0.1579	281835.9375	24.5604	-3.6892	-10.0162	-0.0867	5.4570	-9.0390	-0.8900	1.3529	0.3122	281845.7031	-13.2845	-19.1464	-11.1371	-0.6372	7.8424	-4.8913	0.3655	-0.6667	0.3571	0.0000	0.0000
281845.7031	58.1439	-59.4645	-134.5462	-3.8889	12.4690	8.3748	0.3619	-0.6621	-0.4859	281845.7031	41.7151	-61.4478	99.7952	-14.9378	11.5898	7.7559	0.8212	-0.3477	-0.1376	281845.7031	160.7353	203.4581	157.0032	5.1946	6.5018	-19.3102	-0.0101	-0.6500	-0.6938	281845.7031	77.8356	-109.8795	-54.0674	-2.1654	10.9010	7.0357	-0.1765	-0.8477	0.0422	281845.7031	33.6133	-41.6016	-98.9763	4.9401	8.3288	6.6365	-0.2633	-0.7617	0.1832	281845.7031	24.5604	-3.6892	-10.0162	-1.6542	6.4759	-8.1524	-0.9220	1.3466	0.3545	281855.4687	-13.2845	-19.1464	-11.1371	-1.1134	9.0672	-4.7480	0.3915	-0.6839	0.3525	0.0000	0.0000
281855.4687	58.1439	-59.4645	-134.5462	-2.6243	12.7745	7.3063	0.3505	-0.6408	-0.4664	281855.4687	41.7151	-61.4478	99.7952	-14.5398	14.2673	10.1397	0.8288	-0.3535	-0.1462	281855.4687	160.7353	203.4581	157.0032	8.4647	3.0430	-12.2399	0.0382	-0.6104	-0.6476	281855.4687	77.8356	-109.8795	-54.0674	-0.9506	11.4356	4.7021	-0.1804	-0.7963	0.0234	281855.4687	33.6133	-41.6016	-98.9763	4.2359	9.5476	4.0959	-0.2755	-0.7766	0.1642	281855.4687	14.7581	20.8767	-19.4344	-1.5015	7.0052	-8.6437	-0.8880	1.3424	0.3146	281865.2344	-13.2845	-19.1464	-11.1371	-1.4288	10.5230	-4.4515	0.3803	-0.6916	0.3594	0.0000	0.0000
281865.2344	56.9234	27.5222	-181.2985	-2.8702	12.7745	6.6319	0.3295	-0.6641	-0.4881	281865.2344	41.7151	-61.4478	99.7952	-11.9129	12.1849	4.8349	0.8192	-0.3047	-0.1613	281865.2344	-155.2987	146.1349	125.1977	8.4647	3.0430	-12.2399	0.0624	-0.6479	-0.6300	281865.2344	11.7251	-17.8456	-90.8255	-1.1168	10.2900	3.5572	-0.2078	-0.8086	0.0351	281865.2344	10.5941	-15.5270	-60.5014	4.3924	9.9222	2.6699	-0.2918	-0.7128	0.1453	281865.2344	14.7581	20.8767	-19.4344	0.0811	6.2475	-8.0233	-0.8880	1.3424	0.3146	281875.0000	29.1568	-12.5927	-23.1696	-1.9823	11.9031	-4.0765	0.3840	-0.6762	0.3571	0.0000	0.0000
281875.0000	56.9234	27.5222	-181.2985	-2.7161	13.7673	6.0940	0.3162	-0.6369	-0.4707	281875.0000	41.7151	-61.4478	99.7952	-8.8085	7.9342	1.2246	0.8269	-0.3457	-0.1570	281875.0000	-155.2987	146.1349	125.1977	7.6861	4.2341	-10.7843	0.0624	-0.6479	-0.6300	281875.0000	11.7251	-17.8456	-90.8255	-2.1221	11.2064	3.6353	-0.2294	-0.8374	0.0398	281875.0000	10.5941	-15.5270	-60.5014	3.7665	11.1552	1.5514	-0.2918	-0.7128	0.1453	281875.0000	14.7581	20.8767	-19.4344	0.2347	6.5474	-8.4304	-0.9000	1.3676	0.3169	281884.7656	29.1568	-12.5927	-23.1696	-2.2110	11.7603	-3.0641	0.3692	-0.6743	0.3479	0.0000	0.0000
281884.7656	56.9234	27.5222	-181.2985	-3.5259	14.1492	4.8197	0.3086	-0.6466	-0.5011	281884.7656	-101.5333	153.2986	43.5098	-5.5448	4.7262	0.4239	0.8269	-0.3457	-0.1570	281884.7656	-155.2987	146.1349	125.1977	8.0754	3.2299	-9.2415	0.0765	-0.7021	-0.5881	281884.7656	11.7251	-17.8456	-90.8255	-2.1978	10.8246	3.7943	-0.2294	-0.8374	0.0398	281884.7656	10.5941	-15.5270	-60.5014	4.0795	10.9997	1.5530	-0.2898	-0.7319	0.1832	281884.7656	12.0640	4.7525	-9.4553	0.5515	6.1655	-8.2699	-0.9240	1.3109	0.3380	281894.5312	29.1568	-12.5927	-23.1696	-2.4443	11.4599	-2.5168	0.3896	-0.7069	0.3387	0.0000	0.0000
281894.5312	50.9494	-5.8025	-172.2095	-2.7431	13.0036	3.3945	0.2876	-0.6408	-0.4989	281894.5312	-101.5333	153.2986	43.5098	-2.7587	2.0605	-0.7808	0.8269	-0.3184	-0.1204	281894.5312	-198.9076	77.2689	29.7193	10.0219	1.8380	-7.2495	0.0905	-0.6438	-0.5242	281894.5312	20.2663	-12.7531	-113.3228	-1.3497	10.0609	3.4847	-0.2373	-0.8066	0.0047	281894.5312	10.5941	-15.5270	-60.5014	4.2359	10.3674	0.5321	-0.3020	-0.7489	0.1663	281894.5312	12.0640	4.7525	-9.4553	0.3964	5.9394	-8.0235	-0.8980	1.3613	0.3099	281904.2969	31.3653	-1.6952	-21.3637	-2.1221	12.1519	-2.1349	0.3655	-0.7184	0.3295	0.0000	0.0000
281904.2969	50.9494	-5.8025	-172.2095	-0.5974	12.4690	2.7767	0.2686	-0.6680	-0.5141	281904.2969	-101.5333	153.2986	43.5098	-1.1667	0.1034	-1.3706	0.8154	-0.3125	-0.1097	281904.2969	-198.9076	77.2689	29.7193	10.9562	1.9194	-6.9523	0.0664	-0.6708	-0.4780	281904.2969	20.2663	-12.7531	-113.3228	0.1167	9.7554	3.0870	-0.2725	-0.7881	0.0117	281904.2969	2.9180	-0.7934	-43.4143	3.9230	10.1341	0.5345	-0.3020	-0.7489	0.1663	281904.2969	12.0640	4.7525	-9.4553	0.1600	5.9395	-8.0188	-0.8980	1.3613	0.3099	281914.0625	31.3653	-1.6952	-21.3637	-1.4845	12.6114	-2.0617	0.3599	-0.7280	0.3318	0.0000	0.0000
