Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
276220.7031	66.1998	-157.3819	-109.4687	-3.1486	7.7339	2.6992	-0.5905	-0.8408	-0.0325	276220.7031	21.7321	-104.3821	-206.0902	-5.5448	1.8437	0.9533	0.2731	-0.8262	0.3247	276220.7031	-370.3317	-15.9072	-103.8299	1.2238	8.0982	-8.6839	0.4447	-0.5542	0.3546	276220.7031	33.6140	-34.4165	-105.2452	1.0454	8.2279	3.0930	0.2627	-0.5988	-0.5293	276220.7031	0.7579	-36.1531	-27.8236	-0.6149	9.2121	1.6499	0.1755	-0.7277	-0.4021	276220.7031	28.5756	-16.4934	2.8689	-0.0709	6.2587	-7.4633	-0.1320	1.2437	0.4906	276230.4687	4.1207	10.7310	-21.4559	1.3029	6.8780	-1.9266	-0.3822	-0.7969	-0.1152	0.0000	0.0000
276230.4687	25.1724	-200.5432	-68.2487	-1.7111	7.2757	2.9902	-0.5962	-0.8214	-0.0390	276230.4687	21.7321	-104.3821	-206.0902	-4.9876	0.9814	0.5774	0.2212	-0.8496	0.2946	276230.4687	-370.3317	-15.9072	-103.8299	0.6788	8.6511	-8.2998	0.4245	-0.5417	0.4339	276230.4687	33.6140	-34.4165	-105.2452	0.4256	8.7625	3.0167	0.2255	-0.5679	-0.5457	276230.4687	0.7579	-36.1531	-27.8236	0.2457	9.6112	2.6730	0.1714	-0.7000	-0.4253	276230.4687	28.5756	-16.4934	2.8689	-0.2286	6.6437	-7.4679	-0.1320	1.2185	0.4906	276240.2344	-15.3079	2.4368	-44.6370	1.3817	6.4185	-1.9998	-0.3822	-0.7739	-0.1083	0.0000	0.0000
276240.2344	25.1724	-200.5432	-68.2487	-1.6185	6.2064	4.2784	-0.6057	-0.7709	-0.0195	276240.2344	11.1646	-99.4325	-262.7155	-4.4303	0.5873	0.1922	0.2212	-0.8496	0.2946	276240.2344	-370.3317	-15.9072	-103.8299	0.5231	8.9694	-7.8404	0.3763	-0.4917	0.5044	276240.2344	33.6140	-34.4165	-105.2452	-0.2005	9.2971	2.3228	0.2235	-0.5741	-0.5363	276240.2344	5.6208	-21.6977	-39.7789	0.6369	9.7746	3.4615	0.1714	-0.7000	-0.4253	276240.2344	24.3959	-11.5340	0.0747	-0.3090	6.4865	-7.6223	-0.1180	1.2185	0.5094	276250.0000	-15.3079	2.4368	-44.6370	1.7814	5.8848	-1.8389	-0.3896	-0.7816	-0.1129	0.0000	0.0000
276250.0000	25.1724	-200.5432	-68.2487	-2.7311	5.4427	4.5980	-0.6095	-0.7689	-0.0152	276250.0000	11.1646	-99.4325	-262.7155	-3.7139	0.3516	0.0397	0.1904	-0.9102	0.3226	276250.0000	-370.3317	-15.9072	-103.8299	-0.4112	9.2816	-7.9879	0.3763	-0.4917	0.5044	276250.0000	9.7505	-54.6800	-85.2002	-0.8280	9.2971	1.4798	0.1941	-0.6070	-0.5386	276250.0000	5.6208	-21.6977	-39.7789	0.2457	10.0809	2.9844	0.1612	-0.7213	-0.4211	276250.0000	24.3959	-11.5340	0.0747	-0.3097	6.3310	-7.6988	-0.1220	1.1996	0.5070	276259.7656	-15.3079	2.4368	-44.6370	1.0712	5.5088	-1.2130	-0.3766	-0.7912	-0.1175	0.0000	0.0000
276259.7656	6.4550	-170.1474	-30.4076	-3.4475	4.7554	4.6873	-0.6057	-0.7806	-0.0022	276259.7656	11.1646	-99.4325	-262.7155	-2.9975	0.3500	-0.1176	0.1404	-0.9121	0.2839	276259.7656	-415.3027	18.4970	-88.3638	-1.4234	9.7477	-8.4434	0.3581	-0.4813	0.5903	276259.7656	9.7505	-54.6800	-85.2002	-1.8439	8.6098	0.4933	0.1941	-0.6070	-0.5386	276259.7656	5.6208	-21.6977	-39.7789	0.6369	9.8373	1.9597	0.1469	-0.7043	-0.4084	276259.7656	24.3959	-11.5340	0.0747	-0.1543	5.0174	-7.9144	-0.1260	1.2458	0.4930	276269.5312	-15.3079	2.4368	-44.6370	1.0696	5.7366	-1.3709	-0.3989	-0.7720	-0.1106	0.0000	0.0000
276269.5312	6.4550	-170.1474	-30.4076	-5.2789	3.8389	4.8652	-0.6114	-0.7553	0.0000	276269.5312	11.1646	-99.4325	-262.7155	-2.7587	0.7363	-0.5184	0.0827	-0.8867	0.2796	276269.5312	-415.3027	18.4970	-88.3638	-1.9684	9.8954	-9.3614	0.3763	-0.3917	0.6894	276269.5312	9.7505	-54.6800	-85.2002	-2.6193	8.4570	0.3481	0.1941	-0.6214	-0.5691	276269.5312	8.6171	-44.3014	-50.9867	1.2628	9.6795	1.7242	0.1286	-0.7170	-0.4337	276269.5312	26.4325	-8.0320	-6.9786	-0.1490	6.5682	-7.3883	-0.1260	1.2458	0.4930	276279.2969	-29.1606	-9.4294	-41.0976	0.7497	5.5821	-1.5248	-0.4082	-0.7644	-0.1014	0.0000	0.0000
276279.2969	6.4550	-170.1474	-30.4076	-6.9674	2.8461	3.3879	-0.6229	-0.7922	0.0239	276279.2969	33.3734	-103.4748	-322.3470	-2.8383	1.5174	-0.4554	0.0827	-0.8867	0.2796	276279.2969	-415.3027	18.4970	-88.3638	-2.5912	11.2094	-11.2891	0.3239	-0.3167	0.7423	276279.2969	3.3216	-77.0778	-70.3734	-2.7640	9.1444	1.3463	0.1667	-0.6317	-0.5597	276279.2969	8.6171	-44.3014	-50.9867	1.2628	9.6795	1.7242	0.1286	-0.7170	-0.4337	276279.2969	26.4325	-8.0320	-6.9786	0.1678	6.4173	-7.2324	-0.1120	1.1849	0.5047	276289.0625	-29.1606	-9.4294	-41.0976	0.9916	5.9675	-1.2176	-0.4082	-0.7605	-0.0968	0.0000	0.0000
276289.0625	6.4550	-170.1474	-30.4076	-8.0154	2.5406	2.1981	-0.6267	-0.7942	0.0325	276289.0625	33.3734	-103.4748	-322.3470	-3.1567	2.4522	-0.6314	0.0308	-0.9316	0.2968	276289.0625	-415.4038	72.3305	-45.3279	-2.7470	12.9140	-13.3790	0.3239	-0.3167	0.7423	276289.0625	3.3216	-77.0778	-70.3734	-2.4445	8.9153	2.3490	0.1667	-0.6317	-0.5597	276289.0625	8.6171	-44.3014	-50.9867	0.2457	8.8233	1.6537	0.1163	-0.7149	-0.4400	276289.0625	26.4325	-8.0320	-6.9786	-0.2254	6.5730	-7.1481	-0.1180	1.2143	0.4977	276298.8281	-29.1606	-9.4294	-41.0976	1.0719	6.5035	-1.1452	-0.4082	-0.7625	-0.0922	0.0000	0.0000
276298.8281	-7.5541	-92.1000	-17.4236	-8.9753	1.1659	1.8454	-0.6305	-0.7961	0.0434	276298.8281	33.3734	-103.4748	-322.3470	-3.9527	4.0956	-0.1925	-0.0308	-0.9004	0.2710	276298.8281	-415.4038	72.3305	-45.3279	-1.9684	14.7015	-15.0181	0.2978	-0.2229	0.7907	276298.8281	3.3216	-77.0778	-70.3734	-2.6038	8.3807	1.8928	0.1471	-0.6049	-0.5550	276298.8281	3.8935	-64.4589	-64.7126	-1.9450	8.7487	1.9705	0.0939	-0.6894	-0.4274	276298.8281	21.4933	-5.7161	-9.2428	-0.3846	6.5699	-7.3041	-0.1360	1.2017	0.4718	276308.5937	-17.8836	-18.0717	-32.9564	0.4381	7.2712	-0.8418	-0.4212	-0.7605	-0.0876	0.0000	0.0000
276308.5937	-7.5541	-92.1000	-17.4236	-10.4120	0.5549	1.6403	-0.6152	-0.7806	0.0347	276308.5937	36.7617	-112.2226	-374.7862	-5.1468	5.8139	-0.0696	-0.0308	-0.9004	0.2710	276308.5937	-415.4038	72.3305	-45.3279	-0.6448	16.6482	-16.4337	0.2817	-0.1500	0.8678	276308.5937	-13.0109	-105.0793	-65.0039	-2.9149	8.2279	1.7430	0.1196	-0.6481	-0.5902	276308.5937	3.8935	-64.4589	-64.7126	-3.2751	9.1359	1.8086	0.0939	-0.6894	-0.4274	276308.5937	21.4933	-5.7161	-9.2428	-0.4634	6.4160	-7.2994	-0.1360	1.2017	0.4718	276318.3594	-17.8836	-18.0717	-32.9564	0.2789	7.4241	-0.8434	-0.4286	-0.7701	-0.0760	0.0000	0.0000
276318.3594	-7.5541	-92.1000	-17.4236	-10.8165	0.4785	1.0434	-0.6171	-0.7592	0.0477	276318.3594	36.7617	-112.2226	-374.7862	-5.5448	7.3052	0.7654	-0.1115	-0.9102	0.2538	276318.3594	-444.9043	122.2939	-36.4141	0.7567	19.0630	-18.0854	0.2817	-0.1500	0.8678	276318.3594	-13.0109	-105.0793	-65.0039	-2.8282	8.6098	2.6647	0.1059	-0.6440	-0.5738	276318.3594	3.8935	-64.4589	-64.7126	-3.2751	9.6009	1.6460	0.0796	-0.7149	-0.4274	276318.3594	21.4933	-5.7161	-9.2428	-0.2293	6.2571	-7.5397	-0.0980	1.2059	0.4930	276328.1250	-17.8836	-18.0717	-32.9564	0.4435	7.3531	-0.2983	-0.4360	-0.7471	-0.0876	0.0000	0.0000
276328.1250	29.3551	6.6104	29.6076	-10.1850	0.9368	0.4309	-0.6133	-0.7573	0.0369	276328.1250	36.7617	-112.2226	-374.7862	-5.5448	7.3052	0.7654	-0.1788	-0.9043	0.2667	276328.1250	-444.9043	122.2939	-36.4141	0.7567	19.0630	-18.0854	0.2072	-0.0813	0.8855	276328.1250	-13.0109	-105.0793	-65.0039	-2.5931	9.2971	2.9643	0.1059	-0.6440	-0.5738	276328.1250	13.1097	-14.7268	-80.1595	-1.5538	9.9857	1.2471	0.0592	-0.7340	-0.4442	276328.1250	27.7552	-1.7345	-13.6177	0.1646	6.5649	-7.5537	-0.1340	1.1954	0.4906	276337.8906	14.5233	-30.1650	-23.1753	-0.1122	7.8133	-0.1474	-0.4304	-0.7586	-0.0853	0.0000	0.0000
276337.8906	29.3551	6.6104	29.6076	-8.9145	1.8532	-0.0422	-0.6038	-0.7748	0.0217	276337.8906	16.3364	-55.1914	-410.3594	-5.7836	9.1118	1.9087	-0.2673	-0.8711	0.2495	276337.8906	-444.9043	122.2939	-36.4141	2.7810	21.9522	-19.3638	0.1610	0.0000	0.8899	276337.8906	5.0666	-27.1491	-76.6323	-2.5119	9.5263	3.3472	0.0627	-0.6193	-0.5597	276337.8906	13.1097	-14.7268	-80.1595	0.7934	10.8347	0.6065	0.0490	-0.7191	-0.4295	276337.8906	27.7552	-1.7345	-13.6177	0.3214	6.4093	-7.6334	-0.1280	1.1975	0.4577	276347.6562	14.5233	-30.1650	-23.1753	-0.3464	8.3532	0.3138	-0.4341	-0.7701	-0.0922	0.0000	0.0000
276347.6562	29.3551	6.6104	29.6076	-5.5721	3.7625	-0.5459	-0.5943	-0.7650	0.0043	276347.6562	16.3364	-55.1914	-410.3594	-5.7836	10.7591	2.7406	-0.2673	-0.8711	0.2495	276347.6562	-444.9043	122.2939	-36.4141	2.0803	25.8073	-18.1660	0.1469	0.1333	0.9141	276347.6562	5.0666	-27.1491	-76.6323	-2.4361	9.9845	3.1875	0.0608	-0.6317	-0.5808	276347.6562	13.1097	-14.7268	-80.1595	1.7323	10.7570	0.6072	0.0490	-0.7191	-0.4295	276347.6562	27.7552	-1.7345	-13.6177	0.4823	5.9537	-7.3091	-0.1280	1.1975	0.4577	276357.4219	14.5233	-30.1650	-23.1753	-0.4229	8.5092	0.6233	-0.4100	-0.7682	-0.0945	0.0000	0.0000
276357.4219	6.0948	98.9878	66.5536	-1.5071	4.8317	-0.5221	-0.5981	-0.7883	0.0174	276357.4219	16.3364	-55.1914	-410.3594	-3.8731	12.0265	4.6022	-0.3346	-0.8770	0.2387	276357.4219	-464.9174	72.1121	-125.4492	-4.9270	29.9568	-18.9058	0.1469	0.1333	0.9141	276357.4219	5.0666	-27.1491	-76.6323	-2.9792	9.4499	3.0439	0.0431	-0.6687	-0.5714	276357.4219	11.4867	-21.1755	-91.6193	0.2457	10.3579	-0.4159	0.0408	-0.7362	-0.4337	276357.4219	27.7552	-1.7345	-13.6177	0.4815	6.2600	-7.3948	-0.1220	1.1744	0.4789	276367.1875	20.9177	-21.5680	0.1938	-0.5774	8.5139	1.0898	-0.4397	-0.7433	-0.0922	0.0000	0.0000
276367.1875	6.0948	98.9878	66.5536	1.7563	7.1229	-0.9537	-0.5905	-0.8000	-0.0130	276367.1875	-8.5928	48.2579	-430.0509	-8.0920	13.7425	4.4893	-0.4212	-0.8223	0.2645	276367.1875	-464.9174	72.1121	-125.4492	-8.5864	31.7962	-15.3533	0.0885	0.2292	0.8767	276367.1875	5.0666	-27.1491	-76.6323	-4.4579	8.6098	2.2178	0.0431	-0.6687	-0.5714	276367.1875	11.4867	-21.1755	-91.6193	-1.7885	9.8113	-0.6475	0.0306	-0.7468	-0.4589	276367.1875	47.6162	-2.4065	-5.0408	0.7975	6.3385	-7.3231	-0.1200	1.1639	0.4671	276376.9531	20.9177	-21.5680	0.1938	-0.8146	8.2861	1.2476	-0.4174	-0.7452	-0.0945	0.0000	0.0000
276376.9531	6.0948	98.9878	66.5536	3.5869	8.4976	-1.2113	-0.5886	-0.8233	-0.0043	276376.9531	-8.5928	48.2579	-430.0509	-7.5348	17.4904	4.6502	-0.4962	-0.7695	0.2409	276376.9531	-464.9174	72.1121	-125.4492	-13.8029	33.6450	-10.8635	0.0302	0.2667	0.8370	276376.9531	10.5618	13.2977	-72.2389	-5.4700	8.5334	1.6111	0.0569	-0.6523	-0.5597	276376.9531	11.4867	-21.1755	-91.6193	-3.8227	9.7493	0.9334	0.0306	-0.7468	-0.4589	276376.9531	47.6162	-2.4065	-5.0408	1.1079	6.2518	-7.8052	-0.1360	1.1639	0.4484	276386.7187	20.9177	-21.5680	0.1938	-0.4978	8.0551	1.0944	-0.4416	-0.7759	-0.0968	0.0000	0.0000
276386.7187	16.8007	1.4736	85.2955	4.8553	7.9630	-1.8955	-0.5695	-0.8252	-0.0325	276386.7187	-8.5928	48.2579	-430.0509	-7.9328	23.3358	3.8257	-0.4962	-0.7695	0.2409	276386.7187	-361.1615	157.2351	-109.8533	-12.7908	34.5583	-5.8119	0.0302	0.2667	0.8370	276386.7187	10.5618	13.2977	-72.2389	-5.3130	9.5263	1.8312	0.0216	-0.6749	-0.5855	276386.7187	11.4867	-21.1755	-91.6193	-4.9181	11.0783	1.6312	0.0102	-0.7340	-0.4463	276386.7187	47.6162	-2.4065	-5.0408	0.3184	5.5561	-7.9347	-0.1360	1.1639	0.4484	276396.4844	20.9177	-21.5680	0.1938	-0.0990	8.1324	1.1714	-0.4174	-0.7835	-0.0991	0.0000	0.0000
276396.4844	16.8007	1.4736	85.2955	3.3273	11.0179	-3.2645	-0.5676	-0.8447	-0.0108	276396.4844	-8.5928	48.2579	-430.0509	2.1766	23.0553	-0.8075	-0.5423	-0.7324	0.2172	276396.4844	-361.1615	157.2351	-109.8533	-6.7956	34.7206	2.5779	0.0423	0.3896	0.8502	276396.4844	10.5618	13.2977	-72.2389	-4.9944	11.0537	2.7392	0.0216	-0.6749	-0.5855	276396.4844	1.3790	13.6802	-122.6538	-3.5880	12.2462	1.7775	-0.0245	-0.7553	-0.4379	276396.4844	82.1991	-4.4553	7.0151	-0.3182	5.0047	-8.5477	-0.1160	1.1408	0.4601	276406.2500	54.0017	-9.6110	18.3582	0.4622	7.7540	1.5640	-0.4416	-0.7739	-0.1014	0.0000	0.0000
276406.2500	16.8007	1.4736	85.2955	4.0215	15.2947	2.4014	-0.5333	-0.7981	-0.0434	276406.2500	-54.0693	41.0268	-334.0293	7.1119	19.0835	0.0581	-0.6096	-0.6777	0.2430	276406.2500	-361.1615	157.2351	-109.8533	3.6375	35.0939	16.3762	-0.0302	0.4417	0.8260	276406.2500	8.0055	-30.0950	-53.0169	-4.0559	12.1229	3.7227	0.0137	-0.6379	-0.5691	276406.2500	1.3790	13.6802	-122.6538	-1.1626	13.3380	2.0827	-0.0347	-0.7298	-0.4568	276406.2500	82.1991	-4.4553	7.0151	-0.3947	5.0865	-8.3090	-0.1500	1.1218	0.4343	276416.0156	54.0017	-9.6110	18.3582	1.3409	7.6806	1.8758	-0.4100	-0.7567	-0.1152	0.0000	0.0000
276416.0156	16.8007	1.4736	85.2955	17.8875	14.6074	18.1380	-0.5524	-0.8252	-0.0716	276416.0156	-54.0693	41.0268	-334.0293	9.1020	15.8069	0.2023	-0.6442	-0.6523	0.2344	276416.0156	-115.7074	-140.6465	78.6772	5.1946	32.2965	34.6743	-0.0322	0.4583	0.8062	276416.0156	8.0055	-30.0950	-53.0169	-3.5073	12.1993	4.4113	0.0059	-0.6646	-0.5644	276416.0156	1.3790	13.6802	-122.6538	0.4022	13.9474	0.8124	-0.0347	-0.7298	-0.4568	276416.0156	82.1991	-4.4553	7.0151	0.1538	5.0030	-8.6367	-0.1400	1.1239	0.4061	276425.7812	54.0017	-9.6110	18.3582	2.2149	7.9085	1.7180	-0.4193	-0.7759	-0.1198	0.0000	0.0000
276425.7812	71.8517	465.7282	34.0894	21.6744	22.0155	14.2658	-0.5314	-0.8078	-0.1150	276425.7812	-54.0693	41.0268	-334.0293	3.3706	7.7870	-5.6914	-0.6442	-0.6523	0.2344	276425.7812	-115.7074	-140.6465	78.6772	-19.5645	36.8584	28.1152	-0.0322	0.4583	0.8062	276425.7812	8.0055	-30.0950	-53.0169	-4.3592	11.9702	4.3449	0.0118	-0.6523	-0.5902	276425.7812	-0.7832	-23.0703	-146.8841	0.4022	14.2631	1.2833	-0.0918	-0.7340	-0.4463	276425.7812	165.6213	-5.8567	6.7954	1.9686	5.3149	-8.4404	-0.1400	1.1239	0.4061	276435.5469	34.1577	-12.9560	16.0151	2.6886	8.4398	1.3239	-0.4045	-0.7893	-0.1244	0.0000	0.0000
276435.5469	71.8517	465.7282	34.0894	20.6581	20.1062	16.2504	-0.5429	-0.8252	-0.0911	276435.5469	66.2073	-203.4618	-118.2612	-5.1468	5.3222	-2.4185	-0.6558	-0.5977	0.2366	276435.5469	-115.7074	-140.6465	78.6772	-15.0487	39.8119	25.4282	-0.0221	0.4646	0.8304	276435.5469	-22.7461	-14.9789	-9.4214	-5.2916	11.3592	3.9743	0.0118	-0.6523	-0.5902	276435.5469	-0.7832	-23.0703	-146.8841	-1.7103	14.6448	0.5684	-0.0939	-0.7000	-0.4295	276435.5469	165.6213	-5.8567	6.7954	0.7102	4.7043	-8.1643	-0.1260	1.0966	0.3991	276445.3125	34.1577	-12.9560	16.0151	2.4451	9.0467	0.8512	-0.4323	-0.7778	-0.1267	0.0000	0.0000
276445.3125	71.8517	465.7282	34.0894	13.8399	19.8771	11.8837	-0.5467	-0.8272	-0.1215	276445.3125	66.2073	-203.4618	-118.2612	-5.4652	11.4895	13.3402	-0.6750	-0.6152	0.2796	276445.3125	90.9978	187.8195	-103.6540	2.1582	37.3198	27.2019	-0.0825	0.4333	0.8194	276445.3125	-22.7461	-14.9789	-9.4214	-5.8417	11.2828	3.1314	0.0078	-0.6502	-0.5597	276445.3125	-0.7832	-23.0703	-146.8841	-4.2139	14.9661	1.5923	-0.0939	-0.7000	-0.4295	276445.3125	165.6213	-5.8567	6.7954	0.9466	4.7042	-8.1690	-0.1340	1.1029	0.3709	276455.0781	34.1577	-12.9560	16.0151	1.2448	9.8051	0.2215	-0.4026	-0.7529	-0.1221	0.0000	0.0000
276455.0781	133.9805	32.9499	35.1378	12.9623	14.3783	11.7971	-0.5505	-0.8563	-0.1258	276455.0781	66.2073	-203.4618	-118.2612	-4.3507	13.7063	0.8733	-0.6500	-0.6484	0.2452	276455.0781	90.9978	187.8195	-103.6540	10.7226	-11.7381	31.2178	-0.0825	0.4333	0.8194	276455.0781	-22.7461	-14.9789	-9.4214	-6.1590	11.9702	2.3556	0.0000	-0.6358	-0.5433	276455.0781	-13.2825	-5.8277	-177.8650	-5.2311	15.2002	1.6690	-0.1388	-0.7255	-0.4337	276455.0781	165.6213	-5.8567	6.7954	0.2310	4.9997	-8.7974	-0.1060	1.0651	0.3122	276464.8437	13.2514	-49.1751	20.0034	0.6796	11.0206	-0.5683	-0.4082	-0.7989	-0.1221	0.0000	0.0000
276464.8437	133.9805	32.9499	35.1378	10.3109	11.8580	9.6679	-0.5429	-0.8369	-0.1649	276464.8437	-33.1331	62.1626	185.3365	-7.6940	10.5787	0.3069	-0.6500	-0.6484	0.2452	276464.8437	90.9978	187.8195	-103.6540	-3.3698	9.8742	-35.0086	-0.1066	0.3812	0.8062	276464.8437	-43.7777	-24.6320	28.3837	-6.3161	12.1993	2.1233	0.0000	-0.6914	-0.5644	276464.8437	-13.2825	-5.8277	-177.8650	-4.6834	16.0476	0.8704	-0.1755	-0.7128	-0.4316	276464.8437	279.6834	-47.0338	22.3428	-0.6327	5.0834	-8.4634	-0.1060	1.0651	0.3122	276474.6094	13.2514	-49.1751	20.0034	0.4352	12.4678	-1.1271	-0.3989	-0.7778	-0.1175	0.0000	0.0000
276474.6094	133.9805	32.9499	35.1378	4.2093	10.1014	5.2341	-0.5486	-0.8563	-0.1475	276474.6094	-33.1331	62.1626	185.3365	-4.2711	13.3963	8.8991	-0.6250	-0.6387	0.2323	276474.6094	90.9978	187.8195	-103.6540	-8.7421	-0.2167	-16.6451	-0.0604	0.3292	0.8304	276474.6094	-43.7777	-24.6320	28.3837	-7.4033	12.3520	1.7467	0.0000	-0.6914	-0.5644	276474.6094	-13.2825	-5.8277	-177.8650	-4.0575	16.3562	0.6303	-0.2082	-0.7340	-0.4126	276474.6094	279.6834	-47.0338	22.3428	-0.9407	5.0209	-7.7396	-0.0860	0.9958	0.2817	276484.3750	13.2514	-49.1751	20.0034	0.3564	13.0038	-1.0547	-0.4267	-0.7835	-0.1221	0.0000	0.0000
276484.3750	0.3140	-184.8758	14.1753	-5.1532	9.8723	1.4945	-0.5448	-0.8485	-0.1627	276484.3750	-33.1331	62.1626	185.3365	5.6791	12.6264	2.1529	-0.6058	-0.7031	0.2452	276484.3750	154.0623	11.7378	30.0957	-1.5012	-11.7865	-12.8371	-0.0362	0.2562	0.8150	276484.3750	-43.7777	-24.6320	28.3837	-8.8905	12.4284	0.0623	0.0176	-0.6605	-0.5504	276484.3750	10.1962	-31.7083	-199.3368	-4.8399	18.0558	-0.4929	-0.2082	-0.7340	-0.4126	276484.3750	279.6834	-47.0338	22.3428	-2.4324	5.4176	-7.1604	-0.0920	0.9580	0.2042	276494.1406	14.1997	3.5417	-12.9487	0.1252	14.3113	-0.2901	-0.3952	-0.7510	-0.1221	0.0000	0.0000
276494.1406	0.3140	-184.8758	14.1753	-14.8344	10.0251	-2.2457	-0.5410	-0.8680	-0.1193	276494.1406	87.2929	17.8352	141.9268	19.1318	10.4543	-4.3295	-0.6058	-0.7031	0.2452	276494.1406	154.0623	11.7378	30.0957	-13.3358	7.6106	-2.5406	-0.0362	0.2562	0.8150	276494.1406	-43.7777	-24.6320	28.3837	-9.1467	13.3449	-2.3375	0.0176	-0.7078	-0.5176	276494.1406	10.1962	-31.7083	-199.3368	-6.1699	20.4489	-2.2551	-0.2408	-0.7255	-0.4211	276494.1406	460.9026	-113.3898	-6.2018	-4.4151	4.7000	-8.3801	-0.0920	0.9580	0.2042	276503.9062	14.1997	3.5417	-12.9487	-0.4196	15.0119	0.9471	-0.4137	-0.7682	-0.1221	0.0000	0.0000
276503.9062	0.3140	-184.8758	14.1753	-18.2065	11.6289	-4.7098	-0.5257	-0.8175	-0.1171	276503.9062	87.2929	17.8352	141.9268	32.9826	12.1716	3.4986	-0.5596	-0.7207	0.2151	276503.9062	154.0623	11.7378	30.0957	-18.9416	28.3304	-8.9918	-0.0121	0.1875	0.8084	276503.9062	-104.5462	18.9186	85.9217	-8.3883	12.4284	-3.8800	0.0176	-0.7078	-0.5176	276503.9062	10.1962	-31.7083	-199.3368	-6.4829	20.8282	-3.2070	-0.2878	-0.6936	-0.4274	276503.9062	460.9026	-113.3898	-6.2018	-5.7300	8.2158	-5.8768	-0.0840	0.9748	0.1103	276513.6719	14.1997	3.5417	-12.9487	-0.8051	14.1068	2.2004	-0.4007	-0.7739	-0.1290	0.0000	0.0000
276513.6719	-11.0238	-164.1579	67.7045	-14.6265	13.0036	-5.3610	-0.5314	-0.8816	-0.0889	276513.6719	87.2929	17.8352	141.9268	11.3308	20.8718	-24.0366	-0.5596	-0.7480	0.1935	276513.6719	260.0023	-129.1309	55.0717	0.6788	14.9174	-24.8042	0.0141	0.1271	0.8084	276513.6719	-104.5462	18.9186	85.9217	-5.9685	11.3592	-1.8090	0.0373	-0.6996	-0.5082	276513.6719	10.1962	-31.7083	-199.3368	-5.2311	18.6589	-2.3952	-0.2878	-0.6936	-0.4274	276513.6719	460.9026	-113.3898	-6.2018	-1.4365	8.6718	-10.0315	-0.0960	0.8613	-0.0023	276523.4375	14.1997	3.5417	-12.9487	-0.1720	12.6503	1.8261	-0.4174	-0.7625	-0.1382	0.0000	0.0000
276523.4375	-11.0238	-164.1579	67.7045	-3.1460	11.9344	-5.0139	-0.5181	-0.8621	-0.0954	276523.4375	87.2929	17.8352	141.9268	0.3458	11.7187	-10.5661	-0.5519	-0.7891	0.2323	276523.4375	260.0023	-129.1309	55.0717	-1.5012	13.9119	-15.5527	0.0141	0.1271	0.8084	276523.4375	-104.5462	18.9186	85.9217	-2.8477	10.4427	0.7166	0.0627	-0.7284	-0.4824	276523.4375	45.8178	-217.7133	-193.4775	-3.1968	17.0632	1.3343	-0.3286	-0.6532	-0.3958	276523.4375	511.4181	-82.4178	-153.6468	-4.7145	13.0495	-6.7898	-0.1240	0.8718	-0.1408	276533.2031	11.1303	25.9573	13.2387	1.2539	11.8787	1.1339	-0.3970	-0.7663	-0.1382	0.0000	0.0000
276533.2031	-11.0238	-164.1579	67.7045	5.2570	12.8508	-1.5724	-0.5429	-0.8893	-0.0781	276533.2031	15.1709	-308.8919	149.2648	-6.1020	12.7941	11.1127	-0.5519	-0.7891	0.2323	276533.2031	260.0023	-129.1309	55.0717	-4.8491	19.2711	-12.9605	0.0443	0.0729	0.8040	276533.2031	-122.5011	4.3333	129.7038	-0.2809	9.1444	2.0163	0.0843	-0.6790	-0.4450	276533.2031	45.8178	-217.7133	-193.4775	-1.3973	16.8789	6.2349	-0.3755	-0.6404	-0.3853	276533.2031	511.4181	-82.4178	-153.6468	4.1732	30.3405	-8.6666	-0.1240	0.8718	-0.1408	276542.9687	11.1303	25.9573	13.2387	2.1209	11.9466	0.2779	-0.3989	-0.7605	-0.1429	0.0000	0.0000
